-97.2	33.2	0	196	0.4
-97.2	33.2	0	194	0.4
-97.94	32.82	0	47.186	0.25
-97.24	32.67	0	39.32	0.4
-98.03	33.61	0	33.111	0.4
-98.16	33.63	0	41.183	0.4
-98.16	32.88	0	26.841	0.25
-97.77	33.53	0	56.592	0.25
-98.5	33.65	0	33.431	0.25
-97.54	33.23	0	49.677	0.25
-97.1	32.46	0	27.015	0.25
-97.25	33.31	0	39.592	0.25
-97.7	33.44	0	14.453	0.25
-98.37	33.58	0	25.674	0.25
-97.9	33.6	0	21.591	0.25
-97.54	33.5	0	26.325	0.125
-98.12	32.37	0	18.005	0.125
-97.94	32.45	0	17.572	0.125
-97.53	33.67	0	27.409	0.125
-97.55	33.24	0	40.228	0.4
-97.35	33.24	0	43.348	0.4
-97.38	33.39	0	48.654	0.4
-97.31	33.27	0	42.464	0.4
-97.61	33.17	0	46.383	0.4
-96.6	30.6	0	57.25	0.4
-97.28	33.21	0	38.421	0.25
-97.38	33.39	0	40.354	0.25
-96.4	30.6	0	57.95	0.25
-96.6	30.5	0	53.586	0.25
-97.46	33.45	0	44.895	0.125
-97.35	33.25	0	21.391	0.125
-97.94	32.82	0	42.33	0.125
-97.95	32.82	0	44.57	0.125
-97.81	32.38	0	48.667	0.125
-97.58	32.32	0	54.875	0.125
-103.22	33.46	0	109.58	0.125
-101.97	30.43	0	153.59	0.4
-102.69	32.13	0	77.208	0.4
-100.35	28.83	0	38.531	0.4
-102.2	30.52	0	141.19	0.25
-102.22	30.53	0	158.49	0.25
-94.33	32.04	0	79.853	0.25
-102.67	32.07	0	63.892	0.25
-94.14	32.31	0	63.82	0.25
-100.16	28.69	0	45.401	0.25
-102.1	30.49	0	153.79	0.25
-102.13	30.51	0	175.3	0.25
-102.14	30.51	0	153.6	0.125
-102.13	30.51	0	168.89	0.125
-102.26	30.54	0	133.06	0.125
-102.25	30.54	0	132.77	0.125
-101.06	31.1	0	75.031	0.4
-101.64	31.23	0	81.148	0.4
-101.63	31.26	0	70.891	0.4
-102.38	31.69	0	93.198	0.4
-104.15	31.86	0	86.566	0.4
-101.15	32.45	0	75.435	0.4
-97.24	33.3	0	55.892	0.4
-97.28	33.32	0	32.542	0.4
-100.07	35.52	0	97.65	0.4
-97.63	33.05	0	9.7636	0.4
-97.31	33.15	0	11.166	0.4
-97.57	33.33	0	29.239	0.4
-103.41	30.9	0	137.27	0.4
-101.11	31.23	0	80	0.4
-103.22	31.26	0	130.38	0.4
-103.19	31.26	0	133.68	0.4
-101.62	31.33	0	86.145	0.4
-103.65	31.74	0	82.087	0.4
-103.62	31.75	0	96.013	0.4
-102.95	31.78	0	76.766	0.4
-101.5	31.86	0	70.882	0.4
-102.39	31.98	0	85.392	0.4
-101.34	32.48	0	64.484	0.4
-102.15	30.51	0	151.75	0.4
-102.12	30.51	0	164.33	0.4
-102.15	30.52	0	154.66	0.4
-104.02	31.47	0	120.77	0.4
-104.2	31.55	0	88.385	0.4
-104.05	31.61	0	92.699	0.4
-104.19	31.69	0	104.2	0.4
-102.59	31.91	0	74.313	0.4
-102.57	31.93	0	79.815	0.4
-104.04	31.96	0	65.27	0.4
-102.58	31.96	0	66.272	0.4
-103.99	31.97	0	65.89	0.4
-103.99	31.98	0	54.473	0.4
-102.67	32.06	0	76.139	0.4
-102.67	32.07	0	54.377	0.4
-102.71	32.12	0	77.133	0.4
-102.68	32.12	0	74.303	0.4
-102.73	32.14	0	71.606	0.4
-97.32	33.31	0	23.102	0.4
-100.79	36.18	0	92.036	0.4
-100.68	36.47	0	94.668	0.4
-100.67	36.47	0	93.651	0.4
-101.62	30.75	0	65.852	0.4
-101.77	31.02	0	104.46	0.4
-96.43	30.59	0	65	0.25
-101.25	31.15	0	70	0.25
-102.08	31.18	0	106	0.25
-101.9	31.18	0	102	0.25
-101.18	31.18	0	77	0.25
-101.89	31.22	0	71.955	0.25
-101.12	31.23	0	85	0.25
-101.09	31.23	0	78.384	0.25
-101.06	31.25	0	82	0.25
-101.13	31.26	0	68	0.25
-101.08	31.26	0	85	0.25
-101.05	31.28	0	75	0.25
-101.13	31.3	0	90	0.25
-102.48	31.4	0	110	0.25
-102.37	31.46	0	102.16	0.25
-103.62	31.73	0	85	0.25
-102.16	31.75	0	88	0.25
-102.86	32.39	0	75	0.25
-101.65	32.56	0	85	0.25
-102.04	35.46	0	115	0.25
-101.93	30.36	0	154.75	0.25
-102.11	30.49	0	146.57	0.25
-102.11	30.51	0	153.14	0.25
-102.17	30.52	0	150.9	0.25
-96.43	30.91	0	60.239	0.25
-96.5	31	0	65.948	0.25
-96.44	31	0	75.078	0.25
-96.43	31	0	74.589	0.25
-101.64	31.07	0	102.83	0.25
-104.12	31.66	0	108.51	0.25
-104.08	31.86	0	65.18	0.25
-102.58	32.02	0	80.793	0.25
-102.68	32.07	0	71.433	0.25
-101.44	32.08	0	60.818	0.25
-102.72	32.13	0	82.62	0.25
-103.05	32.22	0	79.796	0.25
-97.33	33.29	0	32.454	0.25
-97.38	33.3	0	37.809	0.25
-100.79	36.17	0	93.06	0.25
-100.78	36.18	0	92.739	0.25
-101.81	36.39	0	111.43	0.25
-101.63	30.95	0	86.903	0.25
-101.71	31	0	118.77	0.25
-101.81	31.02	0	100.75	0.25
-101.44	31.02	0	77.283	0.25
-101.04	31.19	0	79.92	0.25
-102.33	31.63	0	85.924	0.25
-101.01	31.73	0	58.708	0.25
-101.08	31.83	0	68.181	0.25
-100.76	31.83	0	51.137	0.25
-101.08	31.9	0	61.725	0.25
-100.72	31.93	0	69.436	0.25
-103.47	31.97	0	82.547	0.25
-100.42	32.69	0	45.63	0.25
-97.26	33.18	0	14.091	0.25
-102.08	31.19	0	100	0.25
-101.96	31.2	0	105	0.25
-103.07	31.87	0	75	0.25
-103.27	33.45	0	118	0.125
-101.03	31.26	0	83	0.125
-102.45	31.42	0	105	0.125
-101.51	31.89	0	80.341	0.125
-100.78	30.25	0	39.767	0.125
-100.78	30.27	0	31.609	0.125
-101.6	31.1	0	78.194	0.125
-101.86	31.12	0	117.9	0.125
-104.05	31.6	0	115.46	0.125
-104	31.6	0	106.48	0.125
-104.03	31.9	0	79.506	0.125
-104.02	31.9	0	78.93	0.125
-104.03	31.91	0	75.763	0.125
-102.73	32.12	0	56.259	0.125
-102.69	32.14	0	76.217	0.125
-102.12	36.22	0	95.435	0.125
-101.78	36.37	0	102.1	0.125
-101.78	36.38	0	106.86	0.125
-101.58	36.4	0	115.58	0.125
-101.72	36.42	0	100.69	0.125
-101.72	36.44	0	97.811	0.125
-101.71	36.44	0	95.286	0.125
-101.74	36.46	0	95.562	0.125
-101.75	36.47	0	106.01	0.125
-101.8	36.48	0	100.55	0.125
-101.16	36.49	0	102.15	0.125
-97.42	29.17	0	44	0.125
-101.3	31.1	0	55.022	0.125
-103.18	31.5	0	124.16	0.125
-101.91	37.2	0	114.37	0.125
-97.35	33.23	0	44.318	0.125
-97.34	33.25	0	23.973	0.125
-97.34	33.27	0	20.644	0.125
-97.34	33.27	0	16.987	0.125
-93.78	32.25	0	82.733	0.4
-98.18	28.79	0	64.538	0.25
-104.15	31.53	0	128.8	0.4
-104.25	31.88	0	77.7	0.4
-97.25	33.31	0	47	0.4
-103.5	31.47	0	119.4	0.25
-104.18	31.67	0	87	0.25
-104.3	31.88	0	69.7	0.25
-97.65	32.24	0	32	0.25
-97.29	32.55	0	37	0.25
-97.56	33.38	0	29	0.25
-104.2	31.55	0	85.6	0.125
-98	32.09	0	1.1	0.125
-97.34	32.13	0	32.8	0.125
-97.54	32.22	0	35	0.125
-97.77	32.52	0	7.9	0.125
-97.28	32.56	0	39	0.125
-97.73	32.66	0	59	0.125
-97.6	32.84	0	28	0.125
-97.23	33.04	0	29	0.125
-97.7	33.26	0	48	0.125
-102.2	32.4	0	78	0.4
-101.8	31.5	0	86	0.25
-103.6	32	0	74	0.25
-103.6	32	0	76	0.25
-103.21	33.46	0	134.3	0.125
-101.86	32.51	0	75.259	0.4
-101.96	31.72	0	88.827	0.4
-101.96	32.13	0	80.389	0.4
-102.13	32.29	0	72.298	0.4
-102.13	32.3	0	78.829	0.4
-102.01	31.5	0	92.474	0.4
-101.64	32	0	80.452	0.4
-101.83	32.44	0	56.379	0.4
-101.87	32.46	0	68.759	0.4
-101.98	32.51	0	81.306	0.4
-102.48	32.54	0	86.495	0.4
-102.51	32.65	0	91.255	0.4
-101.9	32.48	0	73.562	0.4
-101.8	31.51	0	92.259	0.4
-102.14	32.22	0	83.305	0.4
-101.9	31.21	0	109.1	0.4
-101.87	32.44	0	68.66	0.4
-102.42	32.56	0	82.686	0.4
-101.47	31.25	0	77.373	0.4
-101.95	31.8	0	84.13	0.4
-101.54	31.28	0	88.209	0.4
-101.7	32.2	0	82.545	0.4
-101.91	32.51	0	72.426	0.4
-101.93	32.24	0	77.253	0.4
-101.9	31.22	0	94.512	0.4
-102.08	32.28	0	73.918	0.4
-102.02	32.33	0	77.785	0.4
-102.13	32.29	0	78.766	0.4
-101.98	31.24	0	90.975	0.4
-101.61	31.78	0	79.442	0.4
-101.96	31.23	0	99.597	0.4
-101.76	32.31	0	83.679	0.4
-102.09	32.54	0	75.018	0.4
-102	31.95	0	79.109	0.4
-103.37	32.02	0	84.99	0.4
-104.28	32.31	0	32.835	0.4
-104.17	32.52	0	19.479	0.4
-104.17	32.51	0	10.572	0.4
-103.71	32.14	0	71.985	0.4
-104.32	32.33	0	32.603	0.4
-103.69	32.17	0	76.329	0.4
-103.75	32.15	0	71.038	0.4
-103.73	32.15	0	74.413	0.4
-103.73	32.18	0	70.255	0.4
-104.07	32.65	0	0.8321	0.4
-104.07	32.64	0	6.4331	0.4
-103.52	32.05	0	81.853	0.4
-103.49	32.38	0	75.19	0.4
