%%Longitude	Latitude	Strike1	Dip1	Rake1	Strike2	Dip2	Rake2	Depth	Magnitude	SH	FaultingType	Crustal	Clustered	Source	Year	Month	Day	Hour	Minute
-97.164	35.724	240	81.334	-174.9	62.494	68.069	-146.29	0	2.7	284.83	1.5	1	1	1	2016	5	26	2	11
-97.788	36.413	226.06	78.633	-167.43	0	0	0	0	2.7	89.705	1.5	1	1	1	2016	5	26	2	43
-97.725	36.375	27.151	83.056	167.92	0	0	0	0	2.6	72.46	1.5	1	1	1	2016	5	26	13	53
-98.758	36.466	236.3	83.813	172.18	25.84	48.77	83.443	0	3.2	281.62	1.5	1	1	1	2016	5	27	1	26
-97.183	35.659	256.29	76.944	-173.19	75.896	83.954	-137.3	0	2.6	301.06	1.5	1	1	1	2016	5	27	3	4
-97.224	35.995	236.3	86.921	176.31	0	0	0	0	2.6	281.38	1.5	1	1	1	2016	5	27	5	10
-98.332	36.789	60.336	85.026	155.81	0	0	0	0	2.8	108.86	1.5	1	0	1	2016	5	27	6	25
-97.544	35.98	25.977	83.635	-164.94	209.52	83.822	-169.89	0	2.6	249.34	1.5	1	1	1	2016	5	27	8	2
-96.97	36.181	214.64	77.186	-175.88	54.272	49.102	-138.06	0	3	259.82	1.5	1	0	1	2016	5	28	4	59
-97.411	35.667	20.207	85.391	164.97	210.66	75.008	-126.85	0	2.7	64.909	1.5	1	0	1	2016	5	28	8	44
-98.241	36.838	193.77	87.249	160.39	170.95	54.066	115.09	0	2.6	237.56	1.5	1	0	1	2016	5	29	1	47
-97.309	36.082	93.62	57.647	-148.8	262.7	72.371	-171.36	0	3.5	130.94	1	1	0	1	2016	5	29	2	47
-97.31	36.08	115.34	50.847	-120.93	0	0	0	0	2.7	136.06	0.5	1	1	1	2016	5	29	2	52
-97.222	35.857	44.194	70.587	-145.8	47.427	89.774	131.15	0	2.6	260.4	1.5	1	1	1	2016	5	29	9	32
-97.389	35.675	45.341	85.426	-152.42	233.76	35.789	-158.04	0	2.7	265.95	1.5	1	1	1	2016	5	29	23	47
-97.838	36.67	280.65	37.627	-61.565	0	0	0	0	2.6	77.442	0.5	1	0	1	2016	5	30	16	47
-97.164	35.667	60.622	65.309	-178.75	179.71	50.072	-78.043	0	2.6	108.07	1.5	1	1	1	2016	5	30	20	52
-97.817	37.164	37	69	172	129.88	82.534	21.188	4.7	1.8	261.8	1.5	1	0	1	2016	5	31	8	44
-97.156	35.657	203.43	65.165	-177.35	25.798	80.084	-143.01	0	3.3	250.57	1.5	1	0	1	2016	5	31	10	54
-99.099	36.491	175.18	82.706	146.71	23.154	56.024	-141.95	0	2.8	226.96	1.5	1	1	1	2016	5	31	22	20
-97.387	36.889	92.658	74.754	-118.78	251.41	45.001	-166.15	0	2.8	999	0	1	0	1	2016	6	1	3	4
-97.389	36.89	92.786	76.174	-115.87	248.13	43.899	-173	0	2.8	999	0	1	0	1	2016	6	1	3	9
-97.387	36.891	277.75	21.063	-97.862	0	0	0	0	3.2	285.1	0.5	1	0	1	2016	6	1	6	20
-97.825	36.136	211.69	52.146	-120.49	9.6478	68.238	-173.06	0	2.6	231.55	0.5	1	0	1	2016	6	1	8	50
-97.403	36.886	93.989	73.24	-159.29	255.1	46.122	179.21	0	2.7	315.43	1.5	1	0	1	2016	6	1	15	36
-97.989	37.191	208	76	177	298.73	87.089	14.018	4.99	3.1	254.2	1.5	1	0	1	2016	6	1	18	13
-119.63	41.88	45	75	-35	145	56	-162	11	3.62	188.68	1.5	1	0	1	2016	6	1	20	57
-97.686	36.303	217.52	88.188	-163.48	32.145	47.143	170.89	0	2.7	81.073	1.5	1	1	1	2016	6	1	22	12
-97.387	35.676	70.552	63.727	-175.23	266.41	72.444	-152.03	0	2.6	117.42	1.5	1	1	1	2016	6	1	22	29
-97.57	36.27	58.348	87.085	165.03	0	0	0	0	2.7	102.77	1.5	1	1	1	2016	6	2	0	30
-97.725	36.376	217.61	89.102	177.94	68.522	24.833	-143.93	0	3.4	262.61	1.5	1	1	1	2016	6	2	1	28
-97.877	37.233	22	71	-175	290.37	85.273	-19.067	5.77	2.5	67.649	1.5	1	1	1	2016	6	2	8	11
-97.708	36.65	241.21	87.375	179.94	57.584	43.987	165.37	0	2.7	286.24	1.5	1	0	1	2016	6	2	16	20
-98.142	36.417	217.3	77.694	-173.09	213.66	57.731	138.21	0	3.2	262.02	1.5	1	0	1	2016	6	2	18	3
-97.822	36.135	205.98	64.704	-133.17	6.7703	62.087	-170.34	0	2.7	55.349	1	1	0	1	2016	6	2	22	41
-115.84	39.59	31	52	-102	230	40	-75	11	3.6	38.456	0.5	1	0	1	2016	6	3	7	19
-97.573	36.269	244.23	81.389	-153.63	0	0	0	0	3.2	104.57	1.5	1	1	1	2016	6	4	1	47
-98.964	36.535	243.54	84.943	-154.25	248.55	55.773	153.56	0	3.1	104.58	1.5	1	1	1	2016	6	4	4	43
-98.003	36.951	223.7	81.66	159.07	47.144	41.712	-164.58	0	2.7	271.8	1.5	1	0	1	2016	6	5	1	55
-98.96	36.535	69.844	73.225	174.91	0	0	0	0	2.6	116.75	1.5	1	1	1	2016	6	5	1	59
-97.364	35.644	118.69	31.03	-68.178	0	0	0	0	2.9	279.75	0.5	1	1	1	2016	6	5	19	31
-98.977	36.519	36.258	47.349	-117.71	339.76	64.384	-93.501	0	2.9	55.847	0.5	1	1	1	2016	6	5	22	33
-97.28	35.59	195	90	-170	105	80	0	6	3.26	59.561	1.5	1	1	1	2016	6	6	0	35
-97.284	35.577	349.55	66.017	136.05	169.99	77.02	127.64	0	3.8	48.493	2	1	0	1	2016	6	6	0	35
-97.725	36.374	20.992	60.336	-131.32	199.88	70.905	-144.62	0	3.2	44.505	0.5	1	1	1	2016	6	6	14	49
-96.918	36.427	58.539	80.191	-173.06	227.57	79.393	124.59	0	3.7	103.16	1.5	1	0	1	2016	6	6	18	52
-96.93	36.42	238	85	155	330	65	5	9	3.29	286.74	1.5	1	0	1	2016	6	6	18	52
-96.76	36.25	243	69	-148	140	60	-25	2	3.15	100.05	1.5	1	0	1	2016	6	6	18	54
-96.762	36.254	242.65	54.199	-135.85	0	0	0	0	3.6	273.72	0.5	1	0	1	2016	6	6	18	54
-97.741	36.67	42.663	87.62	161.92	216.08	48.917	155.6	0	3	86.609	1.5	1	0	1	2016	6	6	19	59
-96.766	36.254	274.21	51.512	-96.454	222.25	85.145	-160.47	0	2.7	278.24	0.5	1	1	1	2016	6	6	20	48
-97.512	36.286	225.98	88.942	-167.75	48.608	40.667	-176.35	0	2.8	90.212	1.5	1	1	1	2016	6	7	2	28
-97.223	35.857	233.42	58.941	-126.16	234.69	9.1936	150.13	0	2.6	254.08	0.5	1	1	1	2016	6	7	16	19
-97.425	35.662	209.82	75.976	-179.57	29.978	75.597	-161.77	0	3.2	255.63	1.5	1	1	1	2016	6	7	16	54
-97.567	36.716	50.157	89.452	171.45	36.663	49.977	159	0	2.7	94.878	1.5	1	1	1	2016	6	7	23	51
-97.617	36.602	64.688	77.519	-179.87	226.84	46.146	140.47	0	2.6	110.36	1.5	1	1	1	2016	6	8	14	43
-97.616	36.603	62.747	86.647	-173.08	59.223	34.759	177.77	0	2.9	287.38	1.5	1	1	1	2016	6	8	15	5
-96.89	36.44	230	90	-175	140	85	0	3	3.36	94.891	1.5	1	1	1	2016	6	8	16	50
-96.885	36.443	228.76	81.564	174.52	0	0	0	0	3.6	274.35	1.5	1	1	1	2016	6	8	16	50
-98.777	36.455	36.536	67.318	-163.69	69.328	37.339	-89.266	0	2.6	79.487	1.5	1	1	1	2016	6	8	23	51
-111.76	44.73	340	80	-25	75	65	-169	11	3.41	119.42	1.5	1	0	1	2016	6	9	3	31
-98.779	36.452	32.873	74.414	-151.58	219.95	77.743	-157.32	0	2.8	251.74	1.5	1	1	1	2016	6	9	4	13
-98.068	36.758	140.21	59.05	-51.974	0	0	0	0	2.9	298.3	0.5	1	0	1	2016	6	9	4	44
-98.77	36.45	280	80	-20	14	70	-169	6	3.39	58.015	1.5	1	1	1	2016	6	9	8	2
-98.78	36.448	15.272	87.633	-149.67	192.77	44.266	-162.15	0	3.9	235.51	1.5	1	1	1	2016	6	9	8	2
-97.827	36.136	90.85	71.7	136.65	244.2	28.533	157.69	0	2.7	148.88	2	1	0	1	2016	6	9	10	35
-97.614	36.603	236.22	86.237	-166.23	0	0	0	0	3.3	100	1.5	1	0	1	2016	6	9	11	15
-97.514	36.286	51.211	54.382	178.96	239.69	71.495	-149.09	0	3.6	999	0	1	0	1	2016	6	9	21	58
-97.383	35.846	249.44	19.483	-160.75	49.336	88.837	162.06	0	2.6	999	0	1	1	1	2016	6	10	17	42
-116.48	33.51	303	70	-167	209	78	-20	999	999	346.78	1.5	0	0	1	2016	6	10	999	999
-98.726	36.489	44.61	70.903	176.06	258.08	65.281	-122.94	0	3.5	91.851	1.5	1	1	1	2016	6	11	1	17
-97.773	37.022	353	77	-180	263	90	-13	6	2.1	38.744	1.5	1	0	1	2016	6	11	3	11
-97.72	37.19	48	58	-116	270	40	-55	8	3.22	62.491	0.5	1	0	1	2016	6	11	7	27
-97.736	37.204	258	35	-58	40.663	60.894	-110.36	7.75	3.5	50.894	0.5	1	0	1	2016	6	11	7	27
-98.318	36.669	67.946	73.466	-165.42	245.34	58.369	-159.3	0	2.7	111.15	1.5	1	0	1	2016	6	11	23	44
-97.225	35.857	46.744	88.765	-177.55	0	0	0	0	3.1	271.7	1.5	1	0	1	2016	6	12	10	15
-97.231	35.855	244.15	88.487	164.63	0	0	0	0	3	288.31	1.5	1	0	1	2016	6	12	19	44
-98.781	36.453	216.37	88.645	159.97	0	0	0	0	3.2	259.83	1.5	1	1	1	2016	6	13	11	52
-111.76	44.73	315	80	-55	59	36	-163	12	3.9	999	0	1	0	1	2016	6	13	12	14
-97.284	36.22	35.855	40.563	-79.174	0	0	0	0	3	207.59	0.5	1	1	1	2016	6	14	2	55
-98.766	36.21	274.76	52.382	-78.858	153.03	38.317	-89.544	0	2.8	87.9	0.5	1	1	1	2016	6	14	6	8
-111.77	44.73	61	76	164	155	75	15	9	3.58	108.17	1.5	1	1	1	2016	6	14	14	35
-98.427	36.617	177.81	79.802	134.86	5.1428	65.403	164.43	0	2.7	999	0	1	1	1	2016	6	14	20	42
-97.263	35.836	221.05	86.175	-151.4	36.559	87.919	-152.54	0	2.7	81.503	1.5	1	1	1	2016	6	14	23	1
-97.283	36.222	215.63	46.305	-98.573	0	0	0	0	2.9	221.57	0.5	1	1	1	2016	6	15	3	26
-98.73	36.721	52.434	81.181	177.32	0	0	0	0	3	97.952	1.5	1	1	1	2016	6	15	14	30
-98.73	36.723	235.54	81.26	177.68	0	0	0	0	3.3	281.03	1.5	1	1	1	2016	6	15	14	36
-98.73	36.725	49.773	77.059	136.24	232.57	85.374	149.02	0	2.8	999	0	1	1	1	2016	6	15	14	50
-99.098	36.484	199.32	22.952	-79.929	0	0	0	0	3.3	10.035	0.5	1	1	1	2016	6	15	15	43
-98.732	36.721	53.811	84.305	-176.9	46.196	68.978	131.95	0	3	98.757	1.5	1	1	1	2016	6	15	16	28
-98.733	36.723	58.263	68.222	-168.48	0	0	0	0	2.8	102.6	1.5	1	1	1	2016	6	15	17	57
-97.285	36.219	201.8	47.454	-107.57	344.44	27.284	-87.152	0	3.1	213.88	0.5	1	1	1	2016	6	15	21	8
-98.024	36.975	97.697	68.979	-94.813	246.79	68.203	-175.98	0	2.7	99.427	0.5	1	0	1	2016	6	16	3	48
-98.128	36.855	109.22	51.489	-122.33	0	0	0	0	2.8	130.73	0.5	1	0	1	2016	6	16	5	12
-97.72	36.376	204.2	86.548	172.38	237.52	31.682	-131.81	0	3	249.23	1.5	1	1	1	2016	6	16	6	15
-96.784	36.031	42.002	81.821	165.85	87.32	28.844	-111.43	0	2.9	87.436	1.5	1	1	1	2016	6	16	7	58
-98.075	36.758	37.017	86.395	-152.64	212.77	70.931	-147.48	0	2.8	257.87	1.5	1	0	1	2016	6	16	15	6
-98.074	36.761	215.51	77.107	170.01	241.83	26.002	-118.72	0	2.8	261.97	1.5	1	0	1	2016	6	16	15	7
-98.074	36.759	27.488	75.414	-176.94	29.174	86.513	-122.78	0	2.6	72.99	1.5	1	0	1	2016	6	16	15	29
-97.409	35.672	80.715	58.203	-146.23	259.64	77.798	-159.35	0	3.1	116.74	1	1	1	1	2016	6	17	5	9
-96.785	36.036	78.954	78.776	-173.55	245.34	88.754	126.6	0	2.6	123.69	1.5	1	1	1	2016	6	17	11	19
-96.784	36.035	259.14	78.641	-179.8	94.258	56.154	-137.25	0	2.6	304.69	1.5	1	1	1	2016	6	18	6	18
-97.249	35.803	221.98	82.239	-179.94	43.284	64.249	-144.13	0	3.2	267.24	1.5	1	1	1	2016	6	18	16	5
-97.206	36.501	206.9	66.918	-157.13	41.715	53.684	-126.7	0	2.7	247.57	1.5	1	0	1	2016	6	18	20	16
-97.112	35.532	238.95	73.11	-119.76	47.413	55.712	-156.5	0	3.6	248.38	0.5	1	1	1	2016	6	18	21	33
-98.542	36.587	195.53	74.187	161.62	183.53	29.168	166.05	0	3.3	243.37	1.5	1	1	1	2016	6	19	1	34
-96.647	36.278	254.99	53.251	-120.72	231.52	89.367	-159.88	0	2.6	274.56	0.5	1	1	1	2016	6	19	1	52
-96.8	36.364	112.45	55.225	-40.442	0	0	0	0	2.6	79.878	1	1	1	1	2016	6	19	13	56
-97.321	36.883	236.05	77.314	-139.23	233	85.012	137.18	0	3	90.139	1.5	1	0	1	2016	6	19	16	31
-97.089	36.296	59.414	83.523	-169.76	0	0	0	0	2.7	283.57	1.5	1	1	1	2016	6	20	7	37
-98.73	36.44	140	75	-25	237	66	-164	8	3.42	279.87	1.5	1	1	1	2016	6	20	8	50
-98.77	36.452	227.73	74.755	-170.71	0	0	0	0	3.7	272.15	1.5	1	1	1	2016	6	20	8	50
-98.771	36.451	53.857	87.951	173.17	245.56	59.27	-136.44	0	3.3	98.793	1.5	1	1	1	2016	6	21	0	10
-98.772	36.453	131	56.147	-95.041	48.692	88.138	-160.22	0	3.1	133.82	0.5	1	1	1	2016	6	21	1	13
-97.226	35.856	225.9	87.432	-174.04	54.249	58.034	-140.51	0	2.7	90.642	1.5	1	1	1	2016	6	21	7	7
-98.397	36.713	225.79	84.642	-142.01	356.32	47.087	55.975	0	2.7	999	0	1	1	1	2016	6	21	13	27
-98.48	36.507	37.216	65.837	-148.34	0	0	0	0	3.5	254.27	1.5	1	1	1	2016	6	21	17	7
-98.774	36.677	17.08	65.532	-99.204	63.089	41.243	-121.1	0	3.3	20.92	0.5	1	1	1	2016	6	22	9	50
-97.714	36.936	216.56	84.329	162.62	0	0	0	0	2.9	261.22	1.5	1	0	1	2016	6	23	4	38
-98.743	36.475	46.654	83.182	168.03	0.64913	50.965	82.613	0	3	91.947	1.5	1	1	1	2016	6	23	11	35
-98.964	36.534	347.14	67.818	60.435	229.09	82.573	-159.88	0	3	98.611	2.5	1	1	1	2016	6	23	20	42
-99.027	36.504	258.77	21.396	-93.801	23.153	72.709	-146.17	0	2.7	262.31	0.5	1	1	1	2016	6	24	1	30
-97.276	35.601	82.126	77.453	178.51	87.765	56.465	-128.63	0	2.9	127.97	1.5	1	1	1	2016	6	24	12	30
-99.04	36.507	153.55	21.839	-61.074	74.548	46.158	165.92	0	2.9	306.39	0.5	1	1	1	2016	6	24	12	55
-97.567	36.213	198.98	82.738	179.44	0	0	0	0	3.3	244.24	1.5	1	1	1	2016	6	25	4	34
-97.569	36.215	52.554	84.799	-121.67	30.632	87.093	156.64	0	2.9	999	0	1	1	1	2016	6	25	9	39
-97.571	36.214	201.45	62.932	-154.61	0	0	0	0	2.6	241.22	1.5	1	1	1	2016	6	25	9	54
-99.115	36.503	17.28	76.113	-92.502	136.57	66.58	164.02	0	3.5	17.881	0.5	1	0	1	2016	6	25	10	30
-99.01	36.51	243	50	-94	70	40	-85	4	3.4	245.57	0.5	1	1	1	2016	6	25	10	30
-99.026	36.51	266.14	42.479	-99.893	122.49	86.819	-101.99	0	2.6	273.47	0.5	1	1	1	2016	6	26	18	58
-97.676	36.085	214.29	58.779	-141.78	0	0	0	0	3	68.041	1	1	1	1	2016	6	26	19	48
-97.616	36.819	233.23	89.79	-141.13	0	0	0	0	2.7	999	0	1	0	1	2016	6	26	20	55
-99.058	36.506	164.72	33.307	-107.88	238.28	23.616	-89.999	0	2.6	179.81	0.5	1	1	1	2016	6	27	22	14
-99.056	36.506	7.577	67.84	-90.961	122.1	33.965	-123.9	0	3.1	7.9395	0.5	1	1	1	2016	6	28	2	50
-98.66	36.701	26.47	84.841	-157.6	0	0	0	0	3.7	248.37	1.5	1	1	1	2016	6	28	3	25
-98.66	36.7	223	68	-125	105	40	-35	4	3.4	237.7	0.5	1	1	1	2016	6	28	3	25
-98.163	36.358	74.745	10.956	-59.405	6.6263	14.612	178.67	0	2.6	999	0	1	0	1	2016	6	28	17	29
-98.746	36.474	243.59	88.874	110.48	342.61	64.51	-101.14	0	3.2	999	0	1	1	1	2016	6	28	19	26
-98.746	36.469	233.89	85.179	176.01	260.76	62.404	-131.32	0	2.7	279.09	1.5	1	1	1	2016	6	28	19	28
-97.23	35.85	50	90	-170	320	80	0	4	3.55	274.56	1.5	1	0	1	2016	6	28	19	57
-97.227	35.856	45.775	86.478	171.24	0	0	0	0	3.7	90.763	1.5	1	0	1	2016	6	28	19	57
-97.158	35.725	262.23	45.81	-112.51	269.1	31.613	-163.81	0	2.7	278.34	0.5	1	1	1	2016	6	29	0	29
-98.75	36.469	232.45	46.42	-155.96	245.02	71.861	140.05	0	2.6	274.7	1	1	1	1	2016	6	29	0	58
-97.513	36.284	39.491	82.27	166.96	57.756	36.48	-165.02	0	3.3	84.895	1.5	1	1	1	2016	6	29	7	59
-97.795	35.008	212.59	83.873	-165.11	232.82	50.009	-103.35	0	3	75.995	1.5	1	0	1	2016	6	29	14	15
-97.794	34.99	182.02	68.749	171.06	198.73	45.246	-122.49	0	2.8	47.033	1.5	1	0	1	2016	6	29	15	15
-97.511	36.284	40.882	82.78	162.95	235.25	49.453	-158.21	0	2.6	85.907	1.5	1	1	1	2016	6	29	18	46
-97.32	36.884	216.94	70.49	156.12	43.009	79.985	149.09	0	2.7	266.63	1.5	1	1	1	2016	6	30	3	10
-97.226	35.858	208.21	10.556	152.68	183.78	85.498	-148.87	0	2.7	999	0	1	1	1	2016	6	30	3	35
-98.499	36.777	226.3	73.979	179.6	238.29	53.636	-124.8	0	2.6	272.49	1.5	1	1	1	2016	6	30	7	57
-96.803	36.352	198.89	77.182	-170.09	35.713	43.98	-121.94	0	2.7	243.09	1.5	1	0	1	2016	6	30	10	18
-98.741	36.476	226.4	85.211	-175.56	0	0	0	0	3.8	271.23	1.5	1	1	1	2016	6	30	22	25
-98.7	36.45	229	85	170	320	80	5	7	3.47	274.11	1.5	1	1	1	2016	6	30	22	25
-97.516	36.282	228.27	89.899	-162.9	221.51	42.999	170.35	0	3.3	91.96	1.5	1	0	1	2016	7	1	7	26
-97.28	36.218	43.057	53.531	-139.54	221.94	64.197	-139.46	0	2.9	77.934	0.5	1	1	1	2016	7	1	10	27
-97.282	36.217	257.12	44.455	-97.094	26.659	52.671	-81.334	0	2.6	262.2	0.5	1	1	1	2016	7	1	10	33
-96.737	36.159	285.18	28.869	-124.94	0	0	0	0	2.7	316.64	0.5	1	0	1	2016	7	1	20	10
-96.733	36.159	231.07	53.355	-114.83	313.88	35.219	-113.68	0	2.6	246.51	0.5	1	0	1	2016	7	2	2	33
-97.232	35.85	246.4	56.561	-160.03	67.666	69.423	-134.18	0	2.7	288.99	1.5	1	1	1	2016	7	2	4	36
-96.733	36.159	232.03	52.067	-120.88	305.54	36.884	-107.04	0	2.7	252.21	0.5	1	0	1	2016	7	2	4	45
-97.618	36.818	45.709	71.476	-153.59	231.42	79.189	-134.44	0	3.2	265.13	1.5	1	0	1	2016	7	2	5	4
-97.47	36.287	40.478	86.866	169.5	271.8	48.193	-104.66	0	2.7	85.324	1.5	1	1	1	2016	7	2	11	29
-97.622	36.816	220.57	86.777	172.36	61.806	65.486	-123.04	0	3.4	265.58	1.5	1	0	1	2016	7	2	12	10
-97.571	36.537	242.04	88.311	169.18	246.9	84.662	-124.65	0	2.8	286.7	1.5	1	0	1	2016	7	2	13	53
-98.147	36.673	203.65	84.884	-164.19	234.94	46.899	-109.2	0	2.8	66.971	1.5	1	0	1	2016	7	3	8	31
-96.737	36.157	221.63	72.273	-164.86	268.68	44.872	-77.754	0	3.4	264.72	1.5	1	0	1	2016	7	3	17	32
-97.231	35.852	235.77	70.714	-143.86	58.92	67.998	-141.66	0	2.6	91.118	1.5	1	1	1	2016	7	3	19	25
-97.155	35.663	2.0018	60.901	164.51	205.51	60.178	-143.35	0	2.9	228.17	1.5	1	1	1	2016	7	4	4	29
-98.821	36.48	171.3	74.408	160.75	252.64	13.434	-63.124	0	2.8	219.39	1.5	1	1	1	2016	7	4	9	49
-97.621	36.817	244.95	60.012	-160.15	69.816	76.241	-139.38	0	2.8	287.19	1.5	1	1	1	2016	7	4	12	26
-96.879	35.952	29.376	86.559	161.43	15.435	38.215	172.91	0	2.7	73.451	1.5	1	0	1	2016	7	4	14	8
-97.322	36.266	228.52	88.902	-157.62	275.96	49.927	-106.17	0	2.9	91.08	1.5	1	1	1	2016	7	4	18	34
-97.255	36.433	32.565	86.023	-148.53	69.647	52.344	-120.86	0	2.6	252.09	1.5	1	0	1	2016	7	4	18	53
-97.726	36.372	27.446	85.179	-138.43	76.592	54.009	-107.69	0	2.7	999	0	1	1	1	2016	7	4	19	41
-97.234	35.852	56.543	76.634	177.51	61.53	59.542	-129.06	0	3.1	102.6	1.5	1	1	1	2016	7	4	21	1
-97.073	35.611	196.64	60.446	178.36	0	0	0	0	2.9	58.129	1.5	1	1	1	2016	7	4	22	48
-98.037	36.931	202.29	86.063	-161.53	0	0	0	0	2.9	65.231	1.5	1	0	1	2016	7	4	23	37
-97.229	35.851	44.312	75.191	-166.78	242.45	82.729	-146.42	0	2.6	87.83	1.5	1	1	1	2016	7	5	0	51
-97.233	35.851	239.53	69.299	-166.11	0	0	0	0	3	283.11	1.5	1	1	1	2016	7	5	4	58
-98.142	36.863	327.4	31.271	-57.884	0	0	0	0	2.8	119.18	0.5	1	0	1	2016	7	5	5	26
-98.005	37.235	27	69	-127	271.57	41.79	-32.532	4.41	2.1	233.26	1	1	0	1	2016	7	5	6	29
-98.143	36.863	103.36	55.388	-118.26	239.96	81.183	136.08	0	2.6	120.34	0.5	1	0	1	2016	7	5	13	11
-97.231	35.85	243.43	60.101	-159.11	282.97	39.691	-87.568	0	2.7	285.24	1.5	1	1	1	2016	7	5	13	30
-97.58	36.26	150	85	-10	241	80	-175	5	3.23	285.76	1.5	1	1	1	2016	7	5	17	21
-97.573	36.27	233.75	77.731	-169.16	0	0	0	0	3.6	277.75	1.5	1	0	1	2016	7	5	17	21
-97.509	36.33	225.76	87.389	-174.1	64.96	39.624	-148.56	0	2.6	90.504	1.5	1	1	1	2016	7	6	6	58
-96.736	36.157	69.626	39.142	-70.304	0	0	0	0	2.6	234.11	0.5	1	1	1	2016	7	6	8	22
-98.973	36.529	230.07	43.289	139.08	57.588	66.626	161.87	0	2.6	107.05	2.5	1	1	1	2016	7	6	8	33
-97.572	35.81	38.95	73.772	-179.41	44.928	69.849	-130.26	0	2.6	85.028	1.5	1	0	1	2016	7	6	15	19
-96.992	35.79	232.98	71.555	-139.28	0	0	0	0	2.8	86.256	1	1	1	1	2016	7	7	3	21
-98.749	36.731	245.4	27.923	-164.78	212.39	87.777	-135.46	0	2.6	999	0	1	1	1	2016	7	7	13	0
-97.32	36.886	200.77	79.844	155.39	238.89	25.915	-118.7	0	2.9	250.09	1.5	1	0	1	2016	7	7	17	29
-97.596	35.08	194.3	89.483	-107.19	358.07	51.937	172.51	0	2.8	999	0	1	1	1	2016	7	7	17	56
-97.594	35.084	259.07	67.761	-104.98	41.04	51.775	-150.39	0	2.7	264.85	0.5	1	1	1	2016	7	7	20	39
-118.8	38.65	250	85	20	158	70	175	8	3.84	205.8	1.5	1	0	1	2016	7	7	23	14
-118.79	38.65	70	85	-20	162	70	-175	8	4.17	207.51	1.5	1	0	1	2016	7	7	23	40
-97.151	35.657	202.6	55.124	-158.18	0	0	0	0	2.8	244.55	1.5	1	1	1	2016	7	8	7	45
-97.744	36.649	62.889	73.95	159.73	241.95	69.61	158.66	0	2.7	111.29	1.5	1	1	1	2016	7	8	18	41
-97.594	35.075	228.89	86.612	-156.41	273.71	49.901	-71.44	0	2.9	90.777	1.5	1	1	1	2016	7	8	19	6
-98.74	36.48	47	80	-170	315	80	-10	7	4.18	91.136	1.5	1	1	1	2016	7	8	21	31
-98.73	36.47	310	80	-15	43	75	-170	7	4.13	86.832	1.5	1	1	1	2016	7	8	22	29
-98.746	36.475	43.829	85.804	-179.65	0	0	0	0	4.2	88.893	1.5	1	1	1	2016	7	8	22	29
-98.745	36.477	233.64	83.826	-147.73	61.028	48.862	-143.97	0	2.9	92.439	1.5	1	1	1	2016	7	8	22	40
-98.755	36.465	236.5	80.727	142.63	242.44	56.098	-152.03	0	2.6	290.27	1.5	1	1	1	2016	7	8	22	47
-98.744	36.475	35.018	45.475	-166.39	88.092	25.536	-70.652	0	2.8	999	0	1	1	1	2016	7	8	22	52
-98.751	36.469	80.37	87.569	-166.01	97.466	72.939	-111.77	0	2.8	304.24	1.5	1	1	1	2016	7	8	23	22
-98.74	36.479	42.776	84.554	164.89	216.71	64.089	130.57	0	2.9	87.618	1.5	1	1	1	2016	7	8	23	27
-98.745	36.477	39.998	86.648	152.78	350.07	58.077	68.488	0	3.1	89.055	1.5	1	1	1	2016	7	9	1	1
-98.756	36.465	46.857	83.835	157.09	0	0	0	0	4.5	95.216	1.5	1	1	1	2016	7	9	2	4
-98.7	36.47	46	85	-170	315	80	-5	7	4.32	270.24	1.5	1	1	1	2016	7	9	2	4
-98.767	36.456	39.406	66.28	-178.31	35.873	82.005	-126.55	0	2.7	86.55	1.5	1	1	1	2016	7	9	2	11
-98.769	36.453	236.15	88.715	-157.9	0	0	0	0	3.1	98.735	1.5	1	1	1	2016	7	9	2	21
-98.767	36.455	44.675	69.943	-152.44	0	0	0	0	3.4	263.59	1.5	1	1	1	2016	7	9	2	51
-97.161	35.658	195.04	84.411	176.79	0	0	0	0	2.6	240.28	1.5	1	1	1	2016	7	9	3	27
-98.772	36.454	47.862	86.548	-114.25	51.126	59.341	-137.02	0	2.6	999	0	1	1	1	2016	7	9	3	40
-98.77	36.457	44.354	65.603	-141.87	0	0	0	0	3.3	258.36	1	1	1	1	2016	7	9	4	19
-98.768	36.458	238.28	75.374	-158.29	234.94	89.187	-116.3	0	2.7	99.491	1.5	1	1	1	2016	7	9	4	33
-98.739	36.481	153.35	48.341	-72.949	25.608	20.957	-109.4	0	2.7	321.83	0.5	1	1	1	2016	7	9	6	54
-97.514	36.328	225.66	86.72	-170.65	62.686	41.818	-153.12	0	3	90.056	1.5	1	1	1	2016	7	9	7	10
-99.72	36.838	9.2541	85.888	-111.93	146.82	37.263	157.3	0	2.7	999	0	1	0	1	2016	7	9	8	52
-98.11	36.709	77.477	82.094	152.93	0	0	0	0	3	127.26	1.5	1	0	1	2016	7	9	9	9
-97.516	36.022	21.602	87.221	166.1	245.12	42.101	-124.61	0	2.6	66.121	1.5	1	0	1	2016	7	9	12	50
-97.82	36.834	108.85	22.09	-47.889	35.102	43.377	174.67	0	2.7	248.91	0.5	1	1	1	2016	7	9	13	45
-97.201	35.979	38.243	89.423	-176.2	0	0	0	0	3.6	263.16	1.5	1	1	1	2016	7	9	16	20
-97.2	35.977	214.79	79.644	-142.41	0	0	0	0	2.9	70.72	1.5	1	1	1	2016	7	9	16	29
