%%Longitude	Latitude	Strike1	Dip1	Rake1	Strike2	Dip2	Rake2	Depth	Magnitude	SH	FaultingType	Crustal	Clustered	Source	Year	Month	Day	Hour	Minute
-119.62	41.85	174	64	-134	60	50	-35	9	3.75	23.776	1	1	1	1	2015	1	4	20	8
-97.44	35.84	32	71	-137	285	50	-25	4	3.59	244.06	1	1	0	1	2015	1	4	21	37
-97.436	35.819	37.211	80.534	-167.61	226.32	71.216	-145.61	0	3.3	260.92	1.5	1	1	1	2015	1	4	21	37
-119.62	41.86	181	79	-134	80	45	-15	11	3.6	999	0	1	1	1	2015	1	5	1	47
-98.111	36.745	228.26	84.429	-174.58	0	0	0	0	3.1	273.01	1.5	1	1	1	2015	1	5	13	52
-119.64	41.88	177	71	-137	70	50	-25	12	3.63	29.063	1	1	1	1	2015	1	5	15	35
-97.26	36.26	290	90	35	200	55	180	4	3.61	999	0	1	0	1	2015	1	5	22	6
-97.261	36.26	203.15	89.56	166.78	72.988	49.306	-84.277	0	3.7	247.43	1.5	1	0	1	2015	1	5	22	27
-97.28	36.26	105	85	-15	196	75	-175	3	3.71	241.52	1.5	1	0	1	2015	1	5	22	27
-97.261	36.259	182.63	78.756	-149.29	238.29	48.216	-56.561	0	2.8	41.143	1.5	1	1	1	2015	1	6	18	5
-97.43	35.82	25	73	-148	285	60	-20	4	3.71	242.35	1.5	1	0	1	2015	1	7	19	41
-98.134	36.873	91.144	41.982	-128.89	0	0	0	0	3	122.09	0.5	1	1	1	2015	1	8	5	6
-97.43	35.83	57	62	-139	305	55	-35	4	3.53	269.36	1	1	1	1	2015	1	9	6	44
-97.418	35.814	34.501	78.515	-176.13	222.91	71.325	-138.26	0	3.5	79.625	1.5	1	1	1	2015	1	9	6	44
-97.422	35.816	31.318	87.744	-178.53	47.138	68.039	-132.26	0	3.1	76.302	1.5	1	1	1	2015	1	9	6	53
-96.977	36.284	230.17	56.166	-140.34	49.1	51.092	-132.41	0	3.5	263.16	1	1	0	1	2015	1	9	16	39
-96.893	36.288	59.849	89.544	-152.13	213.85	44.75	146.75	0	3.3	281.22	1.5	1	0	1	2015	1	9	16	51
-97.417	35.814	41.477	77.042	170.38	42.423	72.595	-135.83	0	3	87.933	1.5	1	1	1	2015	1	10	4	26
-97.247	36.27	222.94	66.93	179.67	0	0	0	0	3	270.4	1.5	1	1	1	2015	1	10	6	14
-97.566	36.235	26.223	88.784	169.27	249.79	46.98	-99.501	0	3.2	70.837	1.5	1	0	1	2015	1	10	13	27
-97.42	35.82	105	80	-30	201	61	-168	3	3.37	246.06	1.5	1	1	1	2015	1	11	10	28
-97.407	35.805	204.73	77.679	-149.72	20.061	64.072	-161.27	0	3.6	63.259	1.5	1	1	1	2015	1	11	10	28
-71.902	41.748	170	20	80	1	70	94	1	3.24	87.801	2.5	1	0	1	2015	1	12	11	36
-97.017	36.267	158.51	76.341	-172.07	317.89	51.793	114.4	0	2.6	203.12	1.5	1	1	1	2015	1	12	20	38
-97.24	35.876	2.1168	70.936	153.38	185.03	88.772	159.5	0	3.1	52.798	1.5	1	1	1	2015	1	13	2	10
-119.62	41.88	25	75	-60	139	33	-152	10	3.98	999	0	1	1	1	2015	1	13	4	29
-119.64	41.87	65	55	-45	185	55	-135	10	3.57	215.16	0.5	1	1	1	2015	1	13	4	31
-97.707	36.817	233.74	81.168	-171.68	61.602	46.057	-166.54	0	3.6	278.14	1.5	1	0	1	2015	1	13	9	59
-97.555	36.754	44.7	76.859	-156.97	215.02	46.228	173.07	0	3.1	265.59	1.5	1	1	1	2015	1	14	0	46
-97.517	36.332	225.8	88.064	-165.69	249.43	37.765	-147.65	0	3.1	89.68	1.5	1	1	1	2015	1	14	1	42
-98.313	36.727	189.36	82.817	172.91	163.91	49.802	116.53	0	3.3	234.81	1.5	1	0	1	2015	1	14	3	45
-97.244	35.876	13.215	88.338	178.53	0	0	0	0	3	58.239	1.5	1	1	1	2015	1	14	18	23
-97.521	36.329	71.005	84.606	-161.28	245.7	45.337	172.93	0	3.3	293.72	1.5	1	1	1	2015	1	15	7	36
-97.875	36.714	23.166	78.708	-161.69	71.422	44.931	-83.913	0	3	245.5	1.5	1	1	1	2015	1	15	7	47
-97.615	36.952	235.68	83.43	147.65	211.1	32.299	150.99	0	3.6	286.99	1.5	1	0	1	2015	1	15	18	47
-97.44	35.816	104.67	67.577	-57.506	216	58.806	145.81	0	2.9	271.01	0.5	1	1	1	2015	1	16	3	58
-97.907	36.937	220.41	39.603	-89.745	0	0	0	0	3	40.213	0.5	1	1	1	2015	1	16	6	53
-66.79	49.42	335	60	70	191	36	121	19	3.65	79.361	2.5	1	0	1	2015	1	16	13	5
-97.613	36.604	67.772	71.95	-168.02	0	0	0	0	3.4	111.71	1.5	1	1	1	2015	1	16	22	29
-98.032	36.929	203.2	82.328	-167.83	201.84	58.501	145.89	0	3.2	67.004	1.5	1	0	1	2015	1	17	1	4
-98.217	36.603	41.373	59.92	-129.59	0	0	0	0	3.4	63.886	0.5	1	0	1	2015	1	17	6	33
-96.806	36.289	185.4	78.836	-165.51	25.956	52.243	-111.97	0	3.1	48.645	1.5	1	1	1	2015	1	17	17	47
-97.266	35.894	5.3771	77.546	176.91	3.0106	63.366	128.87	0	3.2	51.361	1.5	1	1	1	2015	1	17	22	42
-97.91	37.053	28	82	147	123.16	57.361	9.513	5.67	2.25	79.808	1.5	1	1	1	2015	1	18	2	53
-97.85	36.968	185.79	87.774	168.31	138.77	48.578	90.91	0	3.1	230.43	1.5	1	1	1	2015	1	18	23	54
-97.514	36.333	232.83	75.44	-169.53	58.023	58.629	-166.62	0	3	276.97	1.5	1	1	1	2015	1	19	0	31
-97.709	36.818	233.14	83.764	-174.39	242.17	31.331	-170.08	0	3.5	277.87	1.5	1	1	1	2015	1	19	1	1
-97.89	37.19	300	80	25	205	65	169	10	3.57	70.579	1.5	1	1	1	2015	1	19	9	54
-97.892	37.201	213	88	143	304.51	53.026	2.5037	7.52	3.82	999	0	1	1	1	2015	1	19	9	54
-98.18	36.77	200	90	-5	290	85	-180	3	3.66	335.11	1.5	1	0	1	2015	1	19	10	19
-98.196	36.802	195.34	74.27	175.87	2.5264	78.724	152.16	0	3.7	241.95	1.5	1	0	1	2015	1	19	10	19
-97.448	35.82	31.49	67.25	-155.51	97.848	47.453	-57.779	0	2.9	71.542	1.5	1	1	1	2015	1	19	10	27
-96.81	36.29	12.334	83.508	-176.85	28.104	51.529	-129.85	0	3	57.296	1.5	1	1	1	2015	1	19	14	48
-96.801	36.288	357.78	84.971	-158.28	358.64	66.144	153.41	0	3	219.87	1.5	1	1	1	2015	1	19	21	17
-98.168	36.804	188.37	76.382	-165.66	190.73	66.345	140.72	0	3.1	51.611	1.5	1	1	1	2015	1	20	0	25
-97.63	36.92	65	90	25	335	65	180	3	3.36	22.814	1.5	1	1	1	2015	1	20	15	27
-97.618	36.945	240.33	86.25	151.25	206.76	47.349	127.09	0	3.5	289.91	1.5	1	1	1	2015	1	20	15	27
-119.63	41.9	25	85	-55	122	35	-171	10	3.58	999	0	1	1	1	2015	1	20	21	42
-97.882	37.197	234	83	115	338.65	25.901	16.2	7.33	1.66	999	0	1	1	1	2015	1	21	8	10
-97.274	36.13	239.43	80.529	133.57	0	0	0	0	3	999	0	1	1	1	2015	1	22	5	36
-119.63	41.87	40	70	-45	149	48	-153	12	4.67	189.1	1	1	0	1	2015	1	22	9	9
-117.26	54.47	59	71	-67	186.49	29.5	-138.61	0	4.4	231.13	0.5	1	0	1	2015	1	23	6	49
-97.887	37.199	215	86	144	307.9	54.101	4.94	7.62	2.18	999	0	1	1	1	2015	1	23	16	37
-97.64	36.654	258.14	82.933	173.45	290.69	32.344	-130	0	3.2	303.58	1.5	1	1	1	2015	1	23	21	49
-98.057	36.367	217.09	79.803	-176.06	232.61	52.414	-136.61	0	3.6	262.13	1.5	1	0	1	2015	1	24	2	23
-98.34	36.8	44	76	154	140	65	15	4	3.39	94.137	1.5	1	1	1	2015	1	24	15	36
-98.362	36.806	236.65	70.367	-166.01	0	0	0	0	3.6	280.14	1.5	1	1	1	2015	1	24	15	36
-97.6	36.94	60	80	15	327	75	170	3	3.62	14.217	1.5	1	0	1	2015	1	25	9	36
-97.615	36.952	236.87	89.484	148.17	217.22	33.58	159.36	0	3.8	999	0	1	0	1	2015	1	25	9	36
-75.66	40.058	120	65	60	999	999	999	1	2.89	231.45	2.5	1	0	1	2015	1	25	23	25
-97.576	36.231	28.774	82.708	171.39	225.88	49.776	-144.39	0	3.2	74.236	1.5	1	1	1	2015	1	26	0	18
-97.702	36.848	223.37	86.761	-173.84	0	0	0	0	3.8	88.075	1.5	1	0	1	2015	1	26	19	30
-97.419	35.808	198.29	76.143	-162.46	0	0	0	0	3.2	60.717	1.5	1	1	1	2015	1	26	21	45
-98.643	36.556	77.813	81.709	-143.75	84.008	46.811	159.48	0	2.8	294.69	1.5	1	0	1	2015	1	26	23	46
-97.264	36.262	16.232	88.252	-178.48	191.98	88.575	-127.58	0	4	61.212	1.5	1	0	1	2015	1	27	11	31
-97.27	36.26	105	90	-5	195	85	-180	4	4.24	240.11	1.5	1	0	1	2015	1	27	11	31
-97.279	36.259	210.92	74.166	-160.98	0	0	0	0	3.3	72.897	1.5	1	0	1	2015	1	27	11	36
-97.7	36.63	335	80	-30	71	61	-168	3	3.89	116.06	1.5	1	0	1	2015	1	27	15	58
-97.712	36.629	225.52	79.666	-165.77	272.2	51.937	-95.375	0	3.9	88.84	1.5	1	0	1	2015	1	27	15	58
-97.707	36.631	245.69	85.769	-173.19	264.31	30.154	-156.95	0	3.2	110.31	1.5	1	1	1	2015	1	27	16	55
-97.276	36.127	243.62	71.351	138.85	0	0	0	0	3.1	300.58	2	1	1	1	2015	1	28	5	39
-97.229	35.539	253.13	66.188	-130.82	0	0	0	0	3.2	101.31	1	1	0	1	2015	1	28	9	33
-98.363	36.809	263.65	77.565	-136.58	280.97	39.949	-171.76	0	3.1	116.51	1.5	1	1	1	2015	1	28	13	22
-97.705	36.616	229.42	82.372	-167.34	225.42	45.734	160.34	0	3	93.142	1.5	1	1	1	2015	1	28	15	48
-97.89	37.2	36	84	-133	299.6	43.336	-8.761	7.39	3.05	999	0	1	1	1	2015	1	28	17	42
-124.31	40.31	103	81	175	194	85	9	999	999	148.64	1.5	0	0	1	2015	1	28	999	999
-96.765	35.54	307.13	34.079	-136.2	228.3	76.385	-93.375	0	2.7	347.95	0.5	1	0	1	2015	1	29	2	26
-119.62	41.88	25	75	-60	139	33	-152	11	4.29	999	0	1	1	1	2015	1	29	11	3
-96.916	32.867	37	70	-69	168.7	28.68	-134.56	5.86	1.53	209.52	0.5	1	0	1	2015	1	29	11	48
-119.62	41.9	25	70	-70	158	28	-133	10	3.6	197.9	0.5	1	1	1	2015	1	29	17	39
-97.628	36.945	79.455	69.643	-128.95	236.73	63.378	-165.93	0	2.7	286.95	1	1	1	1	2015	1	29	18	48
-96.761	35.539	223.08	89.786	-162.49	0	0	0	0	3	86.69	1.5	1	0	1	2015	1	29	19	38
-97.89	37.19	300	90	-10	30	80	-180	8	3.36	75.439	1.5	1	1	1	2015	1	29	20	21
-98.164	36.31	68.126	85.453	137.5	66.062	58.362	-166.22	0	2.8	999	0	1	1	1	2015	1	29	20	38
-97.631	36.945	77.836	78.293	-131.25	258.74	23.51	-144.81	0	3.3	999	0	1	1	1	2015	1	29	20	44
-98.163	36.31	229.66	78.913	-173.35	65.626	57.961	-157.29	0	3.1	274.36	1.5	1	1	1	2015	1	29	21	55
-96.749	35.543	225.67	80.064	167.42	42.189	62.681	140.55	0	2.7	271.52	1.5	1	0	1	2015	1	29	22	15
-97.399	35.588	31.987	83.412	-176.74	0	0	0	0	3.2	76.942	1.5	1	1	1	2015	1	30	0	7
-97.013	36.195	219.9	85.104	-165.75	54.972	46.09	-139.16	0	2.8	83.516	1.5	1	1	1	2015	1	30	1	14
-98.37	36.81	48	71	159	145	70	20	4	3.65	96.687	1.5	1	1	1	2015	1	30	14	24
-98.364	36.808	48.642	79.747	167.17	0	0	0	0	3.9	94.553	1.5	1	0	1	2015	1	30	14	24
-168.93	56.65	267	48	-118	125.47	48.99	-62.46	8.2	4.86	286.58	0.5	1	0	1	2015	1	31	3	24
-169.13	56.61	104	42	-84	275.95	48.28	-95.38	12.2	5.17	279.53	0.5	1	0	1	2015	1	31	20	47
-96.908	32.872	38	67	-90	218	23	-90	5.99	0.97	38	0.5	1	0	1	2015	2	1	7	13
-97.444	35.817	239.6	53.363	-110.13	33.618	62.834	-164.76	0	2.6	251.94	0.5	1	1	1	2015	2	1	16	31
-169.14	56.66	98	39	-89	276.71	51.01	-90.81	10	5.34	277.22	0.5	1	1	1	2015	2	1	17	40
-97.62	36.95	60	85	20	328	70	175	3	3.67	15.802	1.5	1	1	1	2015	2	1	18	6
-97.63	36.945	84.7	75.925	-124.43	234.02	38.187	178.1	0	3.8	999	0	1	0	1	2015	2	1	18	6
-97.663	36.649	232.39	83.286	179.73	195.16	36.021	124.8	0	3.1	277.6	1.5	1	1	1	2015	2	2	13	34
-98.765	36.455	56.89	44.987	-146.03	14.616	20.086	125.41	0	2.9	93.849	1	1	0	1	2015	2	2	21	52
-97.285	36.264	205.69	77.173	-176.5	234.49	35.257	-114.43	0	3.5	250.96	1.5	1	1	1	2015	2	2	22	9
-98.285	36.81	187.18	77.706	-175.03	178.74	63.752	125.19	0	3.5	232.2	1.5	1	1	1	2015	2	3	12	37
-97.892	37.201	313	40	107	111.24	52.07	76.216	7.06	1.86	211	2.5	1	1	1	2015	2	3	16	8
-98.354	36.809	75.189	53.205	-117.21	139.86	34.934	-129.73	0	3	92.305	0.5	1	1	1	2015	2	4	9	12
-97.9	37.2	44	60	-145	295	60	-35	10	3.42	79.396	1	1	1	1	2015	2	4	13	20
-98.161	36.311	234.45	79.852	162.93	49.353	82.13	137.54	0	3.1	280.16	1.5	1	1	1	2015	2	4	15	20
-98.29	36.814	194.53	87.47	172.92	171.02	47.181	128.81	0	3.2	239.49	1.5	1	1	1	2015	2	4	18	20
-97.283	36.24	50.944	76.292	154.58	0	0	0	0	2.8	100.86	1.5	1	1	1	2015	2	5	0	53
-97.895	36.891	37.116	71.626	-162.07	225.39	51.371	-131.22	0	3.2	79.403	1.5	1	1	1	2015	2	5	1	36
-98.352	36.811	263.96	75.87	-145.04	262.83	65.876	157.47	0	3	120.41	1.5	1	1	1	2015	2	5	3	56
-98.287	36.816	36.586	74.048	-159.06	235.68	50.871	-110.7	0	3.3	257.98	1.5	1	1	1	2015	2	5	5	9
-98.217	36.533	66.537	51.765	-139.99	0	0	0	0	3.8	102.94	0.5	1	0	1	2015	2	5	7	6
-98.18	36.52	55	76	-159	320	70	-15	3	3.4	276.45	1.5	1	1	1	2015	2	5	7	6
-98.27	36.79	26	85	-170	295	80	-5	6	4.12	250.24	1.5	1	0	1	2015	2	5	15	8
-98.286	36.814	198.45	85.966	172.85	211.33	52.337	-135.92	0	4.2	243.55	1.5	1	0	1	2015	2	5	15	8
-97.204	36.325	226.42	75.552	-134.58	357.77	41.259	150.62	0	2.8	77.899	1	1	1	1	2015	2	5	20	56
-98.28	36.812	198.97	83.939	176.41	205.92	87.44	130.06	0	3.1	244.27	1.5	1	1	1	2015	2	5	22	24
-97.62	36.949	83.237	78.935	-123.55	0	0	0	0	3.4	999	0	1	1	1	2015	2	5	22	48
-98.282	36.813	213.42	88.688	-138.62	331.59	73.44	87.226	0	2.6	999	0	1	1	1	2015	2	6	0	16
-97.517	36.057	55.104	85.387	165.06	269.11	47.979	-97.026	0	2.9	99.815	1.5	1	1	1	2015	2	6	8	9
-96.758	35.545	19.962	82.16	178.3	220.17	74.447	-137.78	0	3.1	65.335	1.5	1	0	1	2015	2	6	15	31
-98.334	36.731	29.959	76.69	-157.56	71.628	41.678	-74.878	0	3.4	251.02	1.5	1	1	1	2015	2	6	16	49
-98.335	36.731	200.88	85.791	159.25	213.69	49.082	-128.49	0	3.1	244.79	1.5	1	1	1	2015	2	6	17	11
-97.278	36.127	71.618	89.904	-145.82	83.186	47.24	-174.46	0	3.3	999	0	1	1	1	2015	2	6	17	20
-97.588	35.768	100.99	54.044	59.069	197.46	35.24	-166.17	0	2.6	212.36	2.5	1	1	1	2015	2	7	0	34
-98.333	36.732	16.269	84.858	-154.83	156.13	50.384	112.09	0	2.8	237.46	1.5	1	1	1	2015	2	7	8	48
-97.89	37.2	208	82	131	307.1	41.637	12.091	7	2.13	999	0	1	1	1	2015	2	7	9	44
-88.95	39.8	95	80	-25	189.63	65.405	-168.99	1.95	0.15	234.42	1.5	1	0	1	2015	2	7	13	22
-88.95	39.8	85	85	-15	176.34	75.058	-174.82	1.95	0.21	221.52	1.5	1	0	1	2015	2	7	17	21
-97.28	36.27	202	80	-170	110	80	-10	4	3.88	246.14	1.5	1	1	1	2015	2	7	18	40
-97.277	36.261	210.88	77.792	179.45	68.034	43.63	-122.7	0	3.7	256.59	1.5	1	1	1	2015	2	7	18	40
-97.998	36.814	235.43	88.537	-155.44	263.04	39.519	-143.01	0	2.8	97.421	1.5	1	1	1	2015	2	8	2	58
-97.622	36.943	74.621	77.271	-130.59	218.67	59.15	149.16	0	3.2	999	0	1	1	1	2015	2	8	4	3
-97.51	36.045	56.245	87.847	157.79	24.369	45.204	126.98	0	2.6	99.468	1.5	1	0	1	2015	2	8	4	7
-107.3	32.25	152	54	-127	25	50	-50	8	3.82	175.89	0.5	1	0	1	2015	2	8	4	40
-97.263	36.256	15.684	86.128	-179.55	0	0	0	0	3.3	60.733	1.5	1	1	1	2015	2	8	4	41
-97.299	36.266	205.73	65.694	-146.52	264.72	48.188	-62.915	0	2.9	61.964	1	1	1	1	2015	2	8	8	35
-97.345	35.858	218.23	76.105	-146.58	38.078	75.906	-164.56	0	3	75.349	1.5	1	0	1	2015	2	8	10	15
-98.401	36.613	7.6937	88.371	-166.22	191.05	28.087	-167.7	0	2.9	231.67	1.5	1	1	1	2015	2	8	11	47
-97.447	35.816	232.62	59.053	-131.49	41.532	79.626	-164.5	0	2.8	257.08	0.5	1	0	1	2015	2	8	12	53
-96.918	32.867	34	70	-91	216.92	20.02	-87.25	5.51	0.78	34.342	0.5	1	0	1	2015	2	8	18	33
-98.349	36.609	29.41	84.7	179.3	178.28	58.448	102.9	0	3	74.563	1.5	1	1	1	2015	2	9	20	30
-115.66	31.62	124	82	177	215	87	8	999	999	169.45	1.5	0	0	1	2015	2	9	999	999
-97.428	35.81	205.95	77.012	167.84	22.268	87.644	128.92	0	2.8	252.47	1.5	1	1	1	2015	2	10	10	22
-97.895	37.201	8	82	-141	271.57	51.45	-10.251	6.95	2	999	0	1	1	1	2015	2	10	16	36
-97.813	36.838	208.43	87.41	172.97	239.35	46.803	-106.36	0	3	253.4	1.5	1	1	1	2015	2	10	20	23
-97.826	36.699	50.728	75.788	-172.43	252.49	50.216	-113.6	0	3.1	95.427	1.5	1	1	1	2015	2	11	17	23
-96.91	32.877	31	77	-46	134.11	45.5	-161.62	5.04	1.61	179.56	1	1	0	1	2015	2	11	22	6
-97.812	36.608	286.12	63.187	-94.389	54.753	76.103	-167.12	0	2.8	288.11	0.5	1	1	1	2015	2	12	4	41
-97.029	36.186	230.86	63.309	-151.91	293.21	55.39	-65.529	0	3.2	269.46	1.5	1	1	1	2015	2	12	4	51
-97.889	36.891	27.451	85.719	-167.59	213.83	51.258	-138.55	0	3.3	251.4	1.5	1	1	1	2015	2	12	17	45
-97.62	36.95	288	50	-94	115	40	-85	2	3.42	290.57	0.5	1	1	1	2015	2	13	17	42
-97.624	36.952	232.51	77.525	147.84	79.609	76.932	-124.94	0	3.6	284.71	1.5	1	1	1	2015	2	13	17	42
-117.26	37.15	203	56	-97	35	35	-80	12	4.68	206.93	0.5	1	0	1	2015	2	14	2	28
-98.056	36.47	48.978	75.784	-173.12	0	0	0	0	2.8	93.804	1.5	1	1	1	2015	2	14	9	18
-97.626	36.948	276.93	47.809	135.18	105.48	86.885	152.16	0	2.8	156.64	2.5	1	1	1	2015	2	14	12	4
-97.729	36.541	48.559	85.865	152.58	0	0	0	0	2.6	97.82	1.5	1	1	1	2015	2	14	15	12
-97.632	36.598	83.017	65.095	-161.33	141.7	56.785	-86.923	0	3.2	125.3	1.5	1	1	1	2015	2	14	17	13
-97.633	36.598	267.3	80.858	-175.53	92.897	51.577	-167.32	0	3.6	312.22	1.5	1	1	1	2015	2	14	17	23
-96.909	32.871	43	63	-83	207.87	27.83	-103.45	6.35	2.08	219.81	0.5	1	0	1	2015	2	14	19	46
-97.63	36.598	71.724	67.957	-173	275.74	42.08	-135.63	0	3.1	117.3	1.5	1	1	1	2015	2	14	19	52
-97.623	36.598	74.413	70.286	-170.22	296	33.636	-116.58	0	3.3	119.03	1.5	1	1	1	2015	2	15	4	22
-97.638	36.597	86.921	84.115	-157.42	146.76	57.853	-87.274	0	3.3	308.68	1.5	1	1	1	2015	2	15	6	42
-97.62	36.598	80.568	70.822	-164.55	145.34	56.731	-81.35	0	3	123.61	1.5	1	1	1	2015	2	15	13	15
-97.91	37.18	271	85	-170	180	80	-5	3	3.55	135.24	1.5	1	0	1	2015	2	15	18	27
-119.64	41.88	50	65	-40	160	54	-149	8	3.69	196.96	1	1	1	1	2015	2	16	6	27
-97.34	35.87	216	82	-145	120	55	-10	4	3.5	73.434	1.5	1	0	1	2015	2	16	9	50
-97.449	35.817	233.83	61.779	-138.2	46.199	86.065	-163.81	0	3.5	85.757	1	1	0	1	2015	2	16	9	50
-98.28	36.813	187.91	75.974	174.11	152.63	34.228	120.54	0	3.5	234.37	1.5	1	1	1	2015	2	16	12	54
-97.892	37.2	32	75	-136	287.97	47.857	-20.43	6.97	2.48	244.12	1	1	1	1	2015	2	16	13	31
-97.448	35.812	67.91	86.5	-147.63	259.25	52.886	-154.4	0	2.9	287.24	1.5	1	1	1	2015	2	16	22	10
-97.896	37.191	75	50	-90	255	40	-90	6.23	2.43	75	0.5	1	1	1	2015	2	16	23	22
-97.036	36.017	48.101	87.029	172.49	0	0	0	0	3	93.088	1.5	1	1	1	2015	2	17	15	21
-98.214	36.532	42.789	75.997	-167.9	251.85	46.088	-113.8	0	3.6	86.551	1.5	1	1	1	2015	2	17	17	13
-98.157	36.557	3.4008	89.035	-167.68	0	0	0	0	3.4	227.63	1.5	1	1	1	2015	2	18	19	10
-97.63	36.599	273.01	83.441	176.68	0	0	0	0	3.1	318.34	1.5	1	1	1	2015	2	18	21	36
-98.679	36.575	19.172	83.888	-179.96	234.78	43.846	-113.2	0	2.8	64.333	1.5	1	0	1	2015	2	19	14	52
-87.997	32.908	69	83	172	999	999	999	4.6	3.4	114.43	1.5	1	0	1	2015	2	19	18	19
-88.031	32.95	19	87	145	999	999	999	3	3.2	999	0	1	0	1	2015	2	19	21	29
-97.421	35.818	47.031	69.066	-170.23	243.29	59.305	-139.77	0	3.2	91.767	1.5	1	1	1	2015	2	20	3	24
-98.21	36.533	44.205	65.05	-148.73	91.125	46.604	-79.087	0	3.1	261.42	1.5	1	1	1	2015	2	20	9	57
-97.594	36.822	66.652	68.112	-125	237.98	41.278	-170.24	0	2.6	81.282	0.5	1	1	1	2015	2	21	0	29
-97.297	36.398	214.59	75.857	-171.47	287.82	51.564	-71.735	0	3.1	259.11	1.5	1	1	1	2015	2	21	4	47
-97.629	36.6	276.56	81.473	-170.32	0	0	0	0	3	140.75	1.5	1	1	1	2015	2	21	6	45
-96.947	35.48	23.159	67.152	-176.9	210.56	89.402	-132.34	0	3	69.811	1.5	1	0	1	2015	2	21	12	42
-98.03	37.211	219	79	-155	123.92	65.49	-12.105	4.79	2.66	79.47	1.5	1	1	1	2015	2	22	22	45
-97.627	36.943	238.95	87.442	157.57	242.01	29.511	-170.68	0	3	282.22	1.5	1	1	1	2015	2	23	17	5
-96.774	35.952	255.6	77.546	-168.75	234.31	40.062	131.23	0	2.7	299.52	1.5	1	0	1	2015	2	24	2	53
-97.263	36.12	16.548	78.136	130.02	217.06	68.85	175.43	0	2.8	999	0	1	1	1	2015	2	24	6	59
-97.889	37.2	34	87	-142	301.66	52.061	-3.8049	7.87	1.99	999	0	1	1	1	2015	2	24	10	50
-97.625	36.6	259.22	85.064	164.96	287.78	27.88	-135.14	0	3.4	303.98	1.5	1	1	1	2015	2	24	18	30
-98.299	36.865	39.561	77.277	-171.1	75.141	45.971	-94.25	0	3.3	83.942	1.5	1	1	1	2015	2	25	2	8
-97.627	36.947	237.27	84.062	150.22	231.58	31.798	173.63	0	3	287.59	1.5	1	1	1	2015	2	25	17	30
-97.604	36.246	200.81	86.14	178.25	0	0	0	0	3.1	245.92	1.5	1	0	1	2015	2	25	17	58
-96.909	32.874	34	67	-70	171.03	30.12	-128.86	5.28	1.23	205.91	0.5	1	0	1	2015	2	26	16	6
-96.909	32.864	99	63	-87	272.42	27.15	-95.86	6.17	1.2	277.64	0.5	1	0	1	2015	2	27	12	55
-96.908	32.873	63	73	-88	236.19	17.11	-96.51	6.13	1.04	242.42	0.5	1	0	1	2015	2	27	14	32
-97.381	36.267	225.48	83.358	-166.62	0	0	0	0	3.3	89.128	1.5	1	1	1	2015	2	27	20	23
-88.041	33.009	258	72	-176	999	999	999	19.6	3.6	303.73	1.5	1	0	1	2015	2	27	22	40
-115.38	38.87	80	65	-45	193	50	-147	9	3.76	229.6	1	1	0	1	2015	2	28	10	41
-97.844	37.094	107	51	-81	272.87	39.863	-100.93	5.25	1.75	281.31	0.5	1	1	1	2015	2	28	13	34
-97.885	37.198	215	84	141	309.84	51.254	7.7022	7.77	1.9	999	0	1	1	1	2015	2	28	15	51
-97.277	36.127	228.79	71.001	-167.37	54.442	58.396	-149.47	0	3.1	272.61	1.5	1	1	1	2015	2	28	20	1
-96.921	32.864	53	76	-78	191.7	18.36	-129.82	5.65	1.03	230.06	0.5	1	0	1	2015	2	28	23	37
-96.774	35.953	249.01	62.637	178.58	0	0	0	0	3.2	297.75	1.5	1	0	1	2015	3	1	0	5
-96.775	35.95	250.63	65.274	163.71	0	0	0	0	3	117.53	1.5	1	0	1	2015	3	1	8	58
-96.906	32.873	21	72	-88	194.55	18.11	-96.13	6.16	1.08	200.38	0.5	1	0	1	2015	3	2	1	15
-96.907	32.872	48	69	-87	219.68	21.2	-97.76	6.28	1.19	226.92	0.5	1	0	1	2015	3	2	3	18
-97.649	36.222	33.685	42.183	-113.22	0	0	0	0	3.1	51.324	0.5	1	0	1	2015	3	2	19	7
-97.655	36.221	15.71	41.181	-127.8	0	0	0	0	3.2	45.982	0.5	1	0	1	2015	3	2	20	6
-97.516	36.057	223.11	52.202	-127.44	0	0	0	0	3.4	248.25	0.5	1	0	1	2015	3	3	12	6
-96.994	36.163	61.162	89.352	-148.58	71.396	79.946	156.61	0	3	999	0	1	1	1	2015	3	3	20	5
-130.09	50.01	134.99	20.24	-146.27	12.93	78.92	-72.95	10	5.05	189.55	0.5	1	0	1	2015	3	4	8	35
-97.844	37.091	249	54	-134	127.67	54.412	-46.285	4.77	2.94	278.58	0.5	1	1	1	2015	3	5	1	46
-98.278	36.812	195.23	82.069	175.14	209.49	53.817	-132.76	0	3.1	240.74	1.5	1	1	1	2015	3	5	9	51
-97.63	36.942	310.64	40.96	-87.266	49.778	40.395	-85.584	0	2.7	128.58	0.5	1	1	1	2015	3	5	17	56
-98.276	36.812	200.23	83.423	-158.64	30.967	80.612	-149.11	0	3.2	62.211	1.5	1	1	1	2015	3	5	20	33
-98.275	36.811	32.485	74.623	-150.33	73.957	43.539	-76.533	0	3.5	250.91	1.5	1	1	1	2015	3	5	20	59
-97.289	36.195	135.21	49.337	-122.03	186.43	14.59	-121.32	0	3	157.38	0.5	1	1	1	2015	3	5	21	1
