%YEAR	MON	DAY	HOUR	MIN	SEC	LAT	LON	DEP	MW	Stk1	Dip1	Rake1	Stk2	Dip2	Rake2	Ptr	Ppl	Ttr	Tpl	Ntr	Npl
2015	1	19	10	19	20	36.77	-98.18	3	3.66	200	90	-5	290	85	-180	155	4	245	4	20	85
2015	1	19	10	36	11	62.19	-150.58	17	3.92	70	73	148	170	60	20	122	8	26	34	224	54
2015	1	20	15	27	3	36.92	-97.63	3	3.36	65	90	25	335	65	180	197	17	293	17	65	65
2015	1	20	21	42	33	41.9	-119.63	10	3.58	25	85	-55	122	35	-171	327	40	87	31	202	35
2015	1	22	9	9	16	41.87	-119.63	12	4.67	40	70	-45	149	48	-153	355	45	99	13	201	42
2015	1	24	15	36	46	36.8	-98.34	4	3.39	44	76	154	140	65	15	94	8	360	28	198	61
2015	1	25	9	36	32	36.94	-97.6	3	3.62	60	80	15	327	75	170	193	3	284	18	93	72
2015	1	27	11	31	10	36.26	-97.27	4	4.24	105	90	-5	195	85	-180	60	4	150	4	285	85
2015	1	27	15	58	40	36.63	-97.7	3	3.89	335	80	-30	71	61	-168	289	28	26	13	138	59
2015	1	29	11	3	19	41.88	-119.62	11	4.29	25	75	-60	139	33	-152	329	51	92	24	197	29
2015	1	29	17	39	33	41.9	-119.62	10	3.6	25	70	-70	158	28	-133	324	60	100	22	198	19
2015	1	29	20	21	38	37.19	-97.89	8	3.36	300	90	-10	30	80	-180	255	7	345	7	120	80
2015	1	30	14	24	22	36.81	-98.37	4	3.65	48	71	159	145	70	20	97	1	6	28	188	62
2015	2	1	18	6	4	36.95	-97.62	3	3.67	60	85	20	328	70	175	192	10	286	18	73	69
2015	2	4	13	20	31	37.2	-97.9	10	3.42	44	60	-145	295	60	-35	260	45	170	0	79	45
2015	2	5	7	6	47	36.52	-98.18	3	3.4	55	76	-159	320	70	-15	279	24	187	4	88	65
2015	2	5	15	8	41	36.79	-98.27	6	4.12	26	85	-170	295	80	-5	251	11	160	4	52	79
2015	2	7	18	40	49	36.27	-97.28	3	3.8	202	80	-170	110	80	-10	66	14	336	0	245	76
2015	2	8	4	40	32	32.25	-107.3	8	3.82	152	54	-127	25	50	-50	2	60	268	2	177	29
2015	2	9	18	16	15	19.37	-155.34	11	3.77	20	50	80	215	41	102	117	5	237	81	26	8
2015	2	13	17	42	40	36.95	-97.62	2	3.42	288	50	-94	115	40	-85	169	84	21	5	291	3
2015	2	14	2	28	56	37.15	-117.26	12	4.68	203	56	-97	35	35	-80	88	78	298	10	207	6
2015	2	15	18	27	8	37.18	-97.91	3	3.55	271	85	-170	180	80	-5	136	11	45	4	297	79
2015	2	16	6	27	27	41.88	-119.64	8	3.69	50	65	-40	160	54	-149	10	45	107	6	203	44
2015	2	16	9	50	26	35.87	-97.34	4	3.5	216	82	-145	120	55	-10	84	30	343	18	227	54
2015	2	18	9	4	11	47.25	-120.72	8	3.84	104	58	138	220	55	40	163	2	70	51	254	39
2015	2	18	22	15	7	58.35	-136.91	16	4.26	111	72	154	210	65	20	162	5	69	31	259	58
2015	2	25	9	38	48	63.2	-150.49	132	4.16	350	85	70	247	21	166	98	37	239	46	352	20
2015	2	28	10	41	37	38.87	-115.38	9	3.76	80	65	-45	193	50	-147	39	49	140	9	237	40
2015	3	4	3	39	5	60.94	-145.82	28	4.01	139	81	-155	45	65	-10	5	24	270	11	158	63
2015	3	5	7	55	52	62.62	-149.49	66	4.3	85	80	80	310	14	135	184	34	343	54	87	10
2015	3	7	21	11	47	36.59	-97.63	3	3.66	170	90	-10	260	80	-180	125	7	215	7	350	80
2015	3	7	22	46	50	36.6	-97.67	2	3.14	258	86	-145	165	55	-5	127	27	26	21	264	55
2015	3	8	16	48	8	35.65	-97.26	4	3.29	155	80	15	62	75	170	288	3	19	18	188	72
2015	3	8	19	43	5	63.47	-148.79	13	3.83	54	52	102	215	40	75	136	6	14	79	227	10
2015	3	9	3	24	40	35.83	-97.44	5	3.69	130	70	-25	229	67	-158	89	32	180	2	274	58
2015	3	9	10	48	57	35.85	-97.44	4	3.14	300	60	-40	53	56	-143	265	48	357	2	89	42
2015	3	10	4	21	4	36.74	-97.52	5	3.33	200	85	-175	110	85	-5	65	7	335	0	245	83
2015	3	12	20	34	2	36.61	-97.67	3	3.86	245	90	180	335	90	0	110	0	20	0	0	90
2015	3	17	23	45	32	36.59	-97.61	3	3.79	175	90	5	85	85	180	310	4	40	4	175	85
2015	3	21	10	8	51	36.36	-97.1	3	3.59	29	85	170	120	80	5	75	4	344	11	183	79
2015	3	21	19	58	36	36.27	-97.29	3	3.28	100	90	-5	190	85	-180	55	4	145	4	280	85
2015	3	23	17	17	30	35.85	-97.04	5	3.63	65	90	-165	335	75	0	291	11	199	11	65	75
2015	3	23	20	16	15	36.13	-97.58	3	3.42	125	60	-45	242	52	-141	89	52	185	5	278	38
2015	3	23	23	29	54	36.62	-97.64	4	3.84	340	85	-15	71	75	-175	295	14	27	7	142	74
2015	3	24	0	27	28	36.34	-97.17	3	3.58	120	90	-5	210	85	-180	75	4	165	4	300	85
2015	3	25	0	15	27	36.58	-97.62	3	3.36	350	90	-10	80	80	-180	305	7	35	7	170	80
2015	3	26	3	47	3	62.86	-150.79	108	4.02	357	79	107	120	20	35	73	32	286	53	173	16
2015	3	27	4	50	5	57.98	-157.04	16	4.2	279	72	-154	180	65	-20	141	31	48	5	311	58
2015	3	30	12	50	54	63.34	-151.03	16	3.87	252	77	149	350	60	15	304	11	207	31	52	57
2015	4	2	3	51	43	36.05	-89.83	11	3.64	110	85	10	19	80	175	244	3	335	11	136	79
2015	4	3	2	16	49	36.47	-98.18	3	3.18	230	90	-175	140	85	0	95	4	5	4	230	85
2015	4	3	8	29	27	67.84	-145.25	11	4.53	30	75	20	295	71	164	162	3	253	25	65	65
2015	4	4	0	49	59	36.15	-97.54	3	3.64	247	50	-113	100	45	-65	91	72	353	3	262	17
2015	4	4	5	2	35	36.13	-97.57	3	3.3	288	45	-95	115	45	-85	113	86	21	0	291	4
2015	4	4	8	35	30	36.33	-97.52	6	3.35	165	90	-5	255	85	-180	120	4	210	4	345	85
2015	4	4	13	21	17	36.13	-97.57	3	4.01	275	50	-75	72	42	-107	246	78	354	4	85	11
2015	4	6	15	30	23	36.62	-97.65	4	3.82	335	90	-5	65	85	-180	290	4	20	4	155	85
2015	4	7	17	25	12	36.33	-97.52	5	3.45	80	90	-170	350	80	0	305	7	215	7	80	80
2015	4	8	20	51	59	35.85	-97.42	4	4.07	295	75	-20	30	71	-164	252	25	343	3	80	65
2015	4	17	8	37	11	35.94	-97.33	4	3.49	201	85	-170	110	80	-5	66	11	335	4	227	79
2015	4	17	9	8	6	35.94	-97.34	4	3.67	295	90	5	205	85	180	70	4	160	4	295	85
2015	4	18	18	34	5	36.91	-97.64	3	3.34	52	80	-170	320	80	-10	276	14	186	0	95	76
2015	4	19	5	27	15	35.94	-97.34	4	4.09	115	90	-5	205	85	-180	70	4	160	4	295	85
2015	4	19	6	28	14	35.94	-97.34	5	3.45	193	84	-130	95	40	-10	68	38	313	28	198	39
2015	4	20	12	8	31	36.82	-97.86	4	3.37	61	85	-165	330	75	-5	287	14	195	7	79	74
2015	4	23	6	20	40	36.61	-97.65	5	3.63	312	61	-84	120	30	-100	236	74	37	15	129	5
2015	4	26	19	7	25	36.28	-97.52	3	3.45	16	85	-170	285	80	-5	241	11	150	4	42	79
2015	4	27	22	22	17	35.94	-97.36	4	4.07	115	85	-10	206	80	-175	70	11	161	3	269	79
2015	4	28	22	18	54	36.99	-97.94	7	3.59	70	68	-118	305	35	-40	301	57	180	19	81	26
2015	4	29	16	42	26	36.29	-97.53	3	3.75	310	75	-20	45	71	-164	267	25	358	3	95	65
2015	5	1	7	32	54	36.54	-98.98	10	3.71	238	81	-160	145	70	-10	103	21	10	7	262	68
2015	5	2	16	23	7	42.21	-85.43	5	4.24	210	90	-175	120	85	0	75	4	345	4	210	85
2015	5	3	14	56	15	38.44	-118.73	7	3.45	65	90	-10	155	80	-180	20	7	110	7	245	80
2015	5	7	22	58	5	32.48	-97.13	4	3.96	235	50	-65	19	46	-117	212	71	308	2	38	19
2015	5	9	10	15	49	61.51	-146.56	42	4.19	55	80	87	250	10	105	147	35	322	55	55	3
2015	5	9	12	18	48	19.14	-155.6	9	4.37	240	75	-35	340	56	-162	195	35	294	12	40	52
2015	5	11	9	25	42	63.08	-148.19	74	4.54	35	85	175	125	85	5	80	0	350	7	170	83
2015	5	11	10	48	46	63.74	-149.26	114	3.7	319	79	134	60	45	15	17	22	268	39	129	43
2015	5	18	2	52	50	35.83	-97.46	4	3.41	229	72	-154	130	65	-20	91	31	358	5	261	58
2015	5	18	15	49	10	61.96	-150.51	28	4.11	340	55	80	177	36	104	77	9	216	77	346	8
2015	5	21	16	56	46	59.46	-136.43	18	4.16	145	59	106	295	35	65	223	12	93	71	316	14
2015	5	22	10	57	30	36.59	-98.36	3	3.44	20	85	-175	290	85	-5	245	7	155	0	65	83
2015	5	22	18	47	42	37.28	-114.65	12	4.85	80	85	-15	171	75	-175	35	14	127	7	242	74
2015	5	22	19	41	21	37.3	-114.66	16	3.4	183	85	160	275	70	5	231	11	137	17	351	69
2015	5	23	10	46	42	36.83	-97.69	5	3.21	231	85	-170	140	80	-5	96	11	5	4	257	79
2015	5	23	18	44	29	37.43	-98.93	3	3.96	83	48	-109	290	45	-70	283	76	186	2	96	14
2015	5	28	12	0	26	36.16	-97.3	4	3.44	15	90	-175	285	85	0	240	4	150	4	15	85
2015	5	30	0	41	14	38.46	-88.36	22	3.33	62	86	150	155	60	5	113	17	15	24	235	60
2015	5	30	11	21	40	37.03	-97.91	3	3.55	63	51	-124	290	50	-55	267	64	176	1	86	26
2015	6	2	7	55	51	36.93	-97.62	3	3.43	315	65	-55	76	42	-141	271	55	20	13	119	31
2015	6	5	23	12	48	37.21	-98.01	3	3.96	70	50	-80	235	41	-102	33	81	153	5	244	8
2015	6	8	21	36	58	36.28	-97.54	3	3.84	125	75	-25	222	66	-164	82	28	175	6	276	61
2015	6	9	1	26	51	36.29	-97.52	3	3.65	42	71	-159	305	70	-20	264	28	173	1	82	62
2015	6	10	13	5	8	36.3	-97.53	4	3.37	135	75	-30	233	61	-163	91	32	187	9	291	57
2015	6	11	23	28	59	36.28	-97.55	4	3.45	200	90	180	290	90	0	65	0	335	0	0	90
2015	6	11	23	31	38	36.29	-97.51	4	3.65	25	90	-175	295	85	0	250	4	160	4	25	85
2015	6	12	4	38	26	36.29	-97.54	3	3.59	120	65	-30	224	63	-152	81	38	172	1	264	52
2015	6	12	14	5	4	37.31	-114.59	16	3.31	358	80	-165	265	75	-10	222	18	131	4	29	72
2015	6	12	22	42	24	36.31	-96.69	3	3.54	236	85	-165	145	75	-5	102	14	10	7	254	74
2015	6	13	20	54	42	36.27	-97.39	8	3.29	305	85	25	213	65	174	76	14	172	21	316	65
2015	6	13	23	57	53	54.23	-116.63	4	3.94	177	80	165	270	75	10	224	4	133	18	326	72
2015	6	14	18	17	8	36.29	-97.52	4	3.84	47	80	-170	315	80	-10	271	14	181	0	90	76
2015	6	14	19	10	43	36.29	-97.53	3	3.34	310	60	-45	67	52	-141	274	52	10	5	103	38
2015	6	15	21	13	40	63.25	-150.63	110	4.01	40	75	60	286	33	152	153	24	276	51	48	29
2015	6	17	19	17	8	36.29	-97.52	3	4.17	310	65	-40	60	54	-149	270	45	7	6	103	44
2015	6	20	5	10	54	35.77	-97.42	4	3.97	300	65	-30	44	63	-152	261	38	352	1	84	52
2015	6	20	10	56	3	35.76	-97.41	3	3.31	295	75	-25	32	66	-164	252	28	345	6	86	61
2015	6	20	11	21	16	35.76	-97.38	3	3.42	285	65	-35	31	59	-150	246	42	340	4	74	48
2015	6	22	4	0	34	35.75	-97.38	4	3.23	285	90	-20	15	70	-180	238	14	332	14	105	70
2015	6	22	4	54	12	36.22	-97.56	4	3.41	200	90	180	290	90	0	65	0	335	0	0	90
2015	6	22	21	6	30	35.76	-97.4	3	3.36	310	90	-15	40	75	-180	264	11	356	11	130	75
2015	6	22	22	16	20	35.77	-97.41	4	3.83	285	70	-30	26	62	-157	243	35	337	5	74	54
2015	6	24	22	32	20	61.66	-151.98	122	5.82	296	54	110	85	40	65	13	7	258	72	105	16
2015	6	26	4	35	56	35.75	-97.39	3	3.36	231	76	-154	135	65	-15	95	28	1	8	257	61
2015	6	26	5	54	3	35.75	-97.39	3	3.61	229	76	-164	135	75	-15	92	21	2	0	271	69
2015	6	27	3	31	28	36.72	-98.19	5	3.4	330	90	-20	60	70	-180	283	14	17	14	150	70
2015	6	28	1	35	19	36.66	-98.15	3	3.38	219	72	-154	120	65	-20	81	31	348	5	251	58
2015	6	30	6	44	7	32.97	-88.05	4	3.57	29	85	165	120	75	5	75	7	343	14	191	74
2015	7	1	17	15	47	36.11	-97.11	5	3.43	208	85	160	300	70	5	256	11	162	17	16	69
2015	7	1	18	32	52	44.12	-66.29	12	3.46	140	65	55	19	42	141	255	13	4	55	156	31
2015	7	3	5	19	31	36.28	-97.51	3	3.44	300	65	-30	44	63	-152	261	38	352	1	84	52
2015	7	4	1	5	23	36.29	-96.88	5	3.35	65	90	-165	335	75	0	291	11	199	11	65	75
2015	7	4	11	57	56	36.28	-97.51	3	3.14	140	85	-10	231	80	-175	95	11	186	3	294	79
2015	7	4	15	42	16	44.08	-122.84	4	3.75	325	60	125	90	45	45	30	8	286	59	125	30
2015	7	4	16	0	4	37.81	-112.43	5	3.94	193	61	-96	25	30	-80	89	74	288	15	196	5
2015	7	6	0	50	34	62.13	-150.78	76	4.9	337	84	130	75	40	10	37	28	282	38	152	39
2015	7	10	23	9	17	36.65	-98.23	4	3.8	115	80	-30	211	61	-168	69	28	166	13	278	59
2015	7	11	9	23	35	36.04	-97.11	4	3.57	205	85	175	295	85	5	250	0	160	7	340	83
2015	7	15	8	57	16	36	-97.57	3	3.42	212	80	-170	120	80	-10	76	14	346	0	255	76
2015	7	15	12	51	29	61.46	-150.45	58	3.76	179	86	-115	80	25	-10	65	44	290	36	181	25
2015	7	16	1	52	11	41.9	-119.64	10	4.48	30	75	-60	144	33	-152	334	51	97	24	202	29
2015	7	16	1	57	26	41.9	-119.64	9	4.06	25	60	-75	177	33	-114	329	71	104	14	197	13
2015	7	16	5	51	30	41.85	-119.65	8	3.58	60	85	-20	152	70	-175	14	18	108	10	227	69
2015	7	16	9	45	34	41.87	-119.64	12	3.48	168	75	-138	65	50	-20	35	40	291	16	185	46
2015	7	16	17	14	32	41.9	-119.63	9	3.9	30	70	-70	163	28	-133	329	60	105	22	203	19
2015	7	17	12	30	38	36.5	-98.44	5	3.52	218	80	170	310	80	10	264	0	174	14	355	76
2015	7	20	20	54	32	36.85	-98.2	4	3.59	265	50	-70	55	44	-112	240	74	341	3	72	15
2015	7	21	3	8	32	62.34	-149.7	58	4.21	317	69	-131	205	45	-30	183	49	76	14	334	38
2015	7	21	8	46	54	36.29	-97.61	3	3.21	238	57	-130	115	50	-45	91	57	355	4	262	33
2015	7	21	11	16	14	36.82	-98.25	5	3.12	265	55	-70	53	40	-116	226	72	341	8	73	16
2015	7	22	22	7	7	41.89	-119.63	9	3.85	25	75	-75	159	21	-134	315	57	103	28	201	14
2015	7	24	12	31	14	36.61	-98.4	7	3.45	120	80	15	27	75	170	253	3	344	18	153	72
2015	7	25	11	14	44	36	-97.57	4	3.62	10	90	-165	280	75	0	236	11	144	11	10	75
2015	7	25	19	57	43	61.96	-152.07	124	5.09	339	67	153	80	65	25	30	2	299	35	122	55
2015	7	26	9	54	33	36.01	-97.57	3	3.6	14	81	-155	280	65	-10	240	24	145	11	33	63
2015	7	27	1	5	33	41.88	-119.62	9	4.61	20	70	-75	162	25	-125	313	62	98	24	195	14
2015	7	27	1	5	33	41.88	-119.62	9	4.61	20	70	-75	162	25	-125	313	62	98	24	195	14
2015	7	27	17	49	28	36	-97.57	5	3.84	95	90	-10	185	80	-180	50	7	140	7	275	80
2015	7	27	18	12	15	36.01	-97.58	4	4.47	100	80	-15	193	75	-170	56	18	147	3	247	72
2015	7	28	1	18	27	36	-97.58	6	4.13	183	80	170	275	80	10	229	0	139	14	320	76
2015	7	29	2	35	58	59.9	-153.07	114	6.28	321	60	145	70	60	35	15	0	285	45	106	45
2015	8	1	9	7	52	66.08	-141.64	13	3.87	25	80	30	289	61	168	154	13	251	28	42	59
2015	8	1	18	42	18	41.91	-119.64	10	3.65	200	60	-80	1	31	-107	135	73	283	14	15	9
2015	8	1	20	28	48	36.67	-97.84	5	3.31	275	65	-90	95	25	-90	185	70	5	20	95	0
2015	8	3	1	56	10	62.81	-148.94	72	3.99	260	65	-75	48	29	-119	197	67	339	19	74	14
2015	8	5	14	23	48	36.28	-97.53	4	3.2	145	90	-10	235	80	-180	100	7	190	7	325	80
2015	8	9	23	12	30	67.23	-144.52	15	3.72	311	72	154	50	65	20	2	5	269	31	99	58
2015	8	10	7	54	0	59.52	-138.96	13	3.96	156	64	114	290	35	50	228	16	105	63	325	22
2015	8	12	22	2	37	40.13	-119.18	14	3.41	0	75	-60	114	33	-152	304	51	67	24	172	29
2015	8	13	4	15	26	36.28	-97.52	4	3.11	140	90	-15	230	75	-180	94	11	186	11	320	75
2015	8	13	11	31	7	41.89	-119.63	11	4.06	30	75	-50	137	42	-157	340	45	91	20	198	38
2015	8	13	20	2	10	36.09	-97.24	3	3.3	315	90	-5	45	85	-180	270	4	0	4	135	85
2015	8	14	21	25	41	36.83	-97.8	3	3.99	210	90	-175	120	85	0	75	4	345	4	210	85
2015	8	20	0	47	13	36.8	-98.23	3	3.43	260	50	-70	50	44	-112	235	74	336	3	67	15
2015	8	20	5	14	19	37.11	-104.93	2	3.78	354	54	-110	205	40	-65	212	72	97	7	5	16
2015	8	20	8	28	11	36.29	-97.53	8	3.31	45	85	-175	315	85	-5	270	7	180	0	90	83
2015	8	21	6	53	39	63.86	-150.4	15	3.64	195	85	10	104	80	175	329	3	60	11	221	79
2015	8	22	8	46	49	36.82	-97.78	3	3.8	219	76	-164	125	75	-15	82	21	352	0	261	69
2015	8	23	16	21	35	36.05	-97.15	3	3.2	240	90	180	330	90	0	105	0	15	0	0	90
2015	8	25	12	59	25	36.05	-97.14	3	3.23	58	80	-165	325	75	-10	282	18	191	4	89	72
2015	8	25	13	26	15	35.66	-89.68	14	3.49	201	85	-170	110	80	-5	66	11	335	4	227	79
2015	8	28	8	46	49	66.12	-141.51	13	3.78	113	71	159	210	70	20	162	1	71	28	253	62
2015	8	30	12	19	24	35.69	-97.39	3	3.44	17	71	-159	280	70	-20	239	28	148	1	57	62
2015	9	2	8	33	6	63.29	-151.37	18	4.07	56	66	97	220	25	75	141	21	340	68	234	6
2015	9	2	13	50	2	36.48	-98.5	4	3.5	55	90	-170	325	80	0	280	7	190	7	55	80
2015	9	2	14	1	26	35.97	-96.8	3	3.27	330	90	-5	60	85	-180	285	4	15	4	150	85
2015	9	8	2	15	19	38.65	-118.81	8	3.93	160	76	-159	65	70	-15	24	24	292	4	193	65
2015	9	9	3	42	49	36.19	-97.48	3	3.36	120	75	-25	217	66	-164	77	28	170	6	271	61
2015	9	10	19	26	57	36.88	-97.64	8	3.38	216	58	-138	100	55	-40	70	51	337	2	246	39
2015	9	14	13	55	48	41.86	-119.63	9	4.76	35	70	-55	151	40	-148	346	52	100	18	202	33
2015	9	16	2	30	2	36	-96.8	3	3.66	245	90	180	335	90	0	110	0	20	0	0	90
2015	9	16	4	48	1	36.5	-98.93	3	3.62	258	45	-95	85	45	-85	83	86	351	0	261	4
2015	9	16	12	9	52	36.34	-96.79	3	3.19	242	80	-170	150	80	-10	106	14	16	0	285	76
2015	9	16	16	10	47	34.14	-116.86	16	3.91	301	67	-153	200	65	-25	161	35	70	2	338	55
2015	9	18	2	12	1	37.45	-98.92	7	3.36	127	80	-170	35	80	-10	351	14	261	0	170	76
2015	9	18	9	16	56	36	-96.81	3	3.21	240	90	180	330	90	0	105	0	15	0	0	90
2015	9	18	12	35	17	36.01	-96.84	4	3.99	240	90	-175	150	85	0	105	4	15	4	240	85
2015	9	22	6	33	53	36.28	-98.16	3	3.32	275	55	-75	70	38	-110	229	75	354	9	86	12
2015	9	25	1	16	38	35.99	-96.84	4	3.87	55	85	-175	325	85	-5	280	7	190	0	100	83
2015	9	25	1	59	3	36	-96.78	3	3.09	245	90	-170	155	80	0	110	7	20	7	245	80
2015	9	27	2	44	0	41.87	-119.61	5	4.11	3	56	-113	220	40	-60	222	69	109	9	16	19
2015	9	29	0	3	30	41.85	-119.64	10	3.72	169	64	-114	35	35	-50	40	63	277	16	180	22
2015	10	1	5	56	35	36.26	-97.24	4	3.65	200	85	-175	110	85	-5	65	7	335	0	245	83
2015	10	2	5	58	53	36.61	-98.15	5	3.48	12	80	-170	280	80	-10	236	14	146	0	55	76
2015	10	10	9	20	43	36.71	-97.91	3	4.33	95	50	-75	252	42	-107	66	78	174	4	265	11
2015	10	10	15	20	48	36.69	-97.93	2	3.39	248	48	-109	95	45	-70	88	76	351	2	261	14
2015	10	10	22	3	5	36.01	-96.82	3	4.21	60	90	-175	330	85	0	285	4	195	4	60	85
2015	10	11	10	27	13	36.32	-97.55	5	3.39	65	90	-165	335	75	0	291	11	199	11	65	75
2015	10	13	3	11	37	62.96	-149.34	90	4.05	285	90	-45	15	45	-180	230	30	340	30	105	45
2015	10	16	6	41	50	19.34	-155.08	10	3.81	15	70	30	274	62	157	143	5	237	35	46	54
2015	10	16	20	26	7	36.77	-90.85	17	3.48	125	85	20	33	70	175	257	10	351	18	138	69
2015	10	17	12	12	50	37.03	-97.93	3	3.43	61	52	-102	260	40	-75	281	79	159	6	68	10
2015	10	17	13	20	0	37.05	-97.94	4	3.4	59	62	-112	280	35	-55	290	66	165	14	70	19
2015	10	18	5	15	30	62.78	-149.27	76	4.1	140	80	45	40	46	166	263	22	11	38	150	44
2015	10	19	4	55	29	36.71	-97.82	3	3.12	50	90	-175	320	85	0	275	4	185	4	50	85
2015	10	29	16	47	40	41.9	-119.6	6	3.9	339	78	-144	240	55	-15	205	34	105	15	355	52
2015	10	30	4	37	2	37.15	-97.61	8	3.4	180	90	-160	90	70	0	47	14	313	14	180	70
2015	10	30	20	20	20	36.09	-97.58	3	3.47	55	85	-175	325	85	-5	280	7	190	0	100	83
2015	11	1	5	21	12	62.22	-152.01	106	4.39	195	88	-100	95	10	-10	95	46	294	42	195	10
2015	11	2	6	29	6	34.17	-112.1	12	3.97	240	50	-80	45	41	-102	203	81	323	5	54	8
2015	11	2	6	49	32	34.11	-112.12	12	3.56	250	55	-60	25	45	-126	217	65	319	6	52	24
2015	11	2	16	57	36	35.94	-97.35	8	3.92	251	85	-170	160	80	-5	116	11	25	4	277	79
2015	11	3	13	1	7	41.86	-119.63	12	3.49	50	75	-30	148	61	-163	6	32	102	9	206	57
2015	11	6	14	26	49	61.97	-149.92	56	4.41	230	50	-60	8	48	-121	207	67	299	1	30	23
2015	11	7	11	11	54	36.92	-97.84	8	4.18	90	65	-55	211	42	-141	46	55	155	13	254	31
2015	11	7	18	29	13	36.93	-97.82	4	3.75	100	60	-60	231	41	-131	59	62	169	10	264	26
2015	11	9	22	42	6	37.09	-97.62	3	3.62	214	76	-164	120	75	-15	77	21	347	0	256	69
2015	11	10	13	36	45	36	-96.82	3	3.34	240	90	180	330	90	0	105	0	15	0	0	90
2015	11	11	1	39	3	36.93	-97.81	4	3.5	100	65	-55	221	42	-141	56	55	165	13	264	31
2015	11	15	9	45	31	36.45	-98.73	8	4.29	37	80	-170	305	80	-10	261	14	171	0	80	76
2015	11	17	20	42	18	61.68	-147.58	38	3.74	260	80	-60	7	31	-161	201	47	326	29	74	29
2015	11	18	12	8	40	36.13	-97.64	5	3.32	27	85	-160	295	70	-5	253	17	159	11	39	69
2015	11	19	1	40	2	41.88	-119.61	10	4.31	30	75	-60	144	33	-152	334	51	97	24	202	29
2015	11	19	1	50	17	41.87	-119.62	10	3.97	30	70	-65	156	32	-139	334	58	101	21	201	23
2015	11	19	7	42	12	36.66	-98.46	9	4.64	130	85	-10	221	80	-175	85	11	176	3	284	79
2015	11	19	12	3	10	36.63	-98.45	7	3.3	325	85	-15	56	75	-175	280	14	12	7	127	74
2015	11	19	14	24	58	36.09	-97.58	3	3.54	320	85	-10	51	80	-175	275	11	6	3	114	79
2015	11	20	22	40	40	36.93	-97.82	5	3.97	85	60	-75	237	33	-114	29	71	164	14	257	13
2015	11	20	22	55	51	36.91	-97.82	8	3.46	90	60	-75	242	33	-114	34	71	169	14	262	13
2015	11	23	21	17	46	36.83	-98.29	3	4.29	255	50	-75	52	42	-107	226	78	334	4	65	11
2015	11	24	0	54	18	36.82	-98.29	5	3.25	224	60	-145	115	60	-35	80	45	350	0	259	45
2015	11	26	0	56	2	36.91	-97.8	4	3.11	260	75	-60	14	33	-152	204	51	327	24	72	29
2015	11	30	9	49	13	36.75	-98.02	5	4.67	37	80	-170	305	80	-10	261	14	171	0	80	76
2015	11	30	21	28	44	36.92	-97.81	4	3.27	265	70	-75	47	25	-125	198	62	343	24	80	14
2015	12	2	10	5	25	61.69	-147.26	48	4.52	65	85	10	334	80	175	199	3	290	11	91	79
2015	12	4	5	8	13	36.83	-98.26	4	3.18	80	65	-60	206	38	-137	33	59	149	15	246	27
2015	12	6	1	1	42	36.45	-98.69	7	3.94	38	80	-165	305	75	-10	262	18	171	4	69	72
2015	12	6	11	13	27	41.86	-119.63	12	3.96	178	61	-96	10	30	-80	74	74	273	15	181	5
2015	12	6	22	26	14	63.3	-151.34	15	3.99	25	85	15	294	75	175	158	7	250	14	43	74
2015	12	8	0	8	30	36.93	-97.8	8	3.63	80	60	-85	250	30	-99	3	74	166	15	257	4
2015	12	12	22	36	44	56.69	-154.33	40	4.52	70	75	-25	167	66	-164	27	28	120	6	221	61
2015	12	23	6	46	7	39.43	-119.79	11	4.26	210	60	-45	327	52	-141	174	52	270	5	3	38
2015	12	24	20	30	38	41.87	-119.59	6	4.61	60	70	-35	163	57	-156	18	39	114	8	214	50
2015	12	25	2	36	49	41.87	-119.6	7	3.61	65	85	45	330	45	173	189	26	298	34	70	45
2015	12	25	19	12	25	36.73	-97.97	3	3.46	130	70	-25	229	67	-158	89	32	180	2	274	58
2015	12	27	18	31	17	35.22	-117.28	11	4.22	335	76	159	70	70	15	23	4	291	24	122	65
2015	12	28	15	10	30	41.46	-118.91	18	3.85	146	64	-146	40	60	-30	5	41	272	3	179	49
2015	12	29	11	39	19	35.68	-97.4	5	4.26	35	85	175	125	85	5	80	0	350	7	170	83
2015	12	30	1	48	57	34.19	-117.41	11	4.35	35	80	20	301	70	169	167	7	260	21	61	68
2015	12	30	1	53	45	34.19	-117.41	10	3.68	200	85	-15	291	75	-175	155	14	247	7	2	74
2015	12	30	7	39	29	48.58	-123.27	52	4.66	325	60	-109	180	35	-60	195	69	69	13	335	17
2016	1	1	11	39	39	35.69	-97.43	4	4.25	30	85	175	120	85	5	75	0	345	7	165	83
2016	1	2	20	26	40	35.76	-97.37	5	3.28	210	85	175	300	85	5	255	0	165	7	345	83
2016	1	3	15	35	24	41.87	-119.6	9	3.94	65	85	45	330	45	173	189	26	298	34	70	45
2016	1	6	6	19	25	36.49	-98.73	6	3.4	45	79	-139	305	50	-15	273	36	169	18	58	48
2016	1	6	14	42	34	33.96	-116.88	18	4.3	65	60	45	308	52	141	185	5	281	52	92	38
2016	1	7	4	27	28	36.48	-98.73	9	4.42	48	81	-160	315	70	-10	273	21	180	7	72	68
2016	1	7	4	27	58	36.49	-98.71	10	4.75	43	80	-165	310	75	-10	267	18	176	4	74	72
2016	1	7	8	37	11	36.47	-98.67	8	3.59	47	80	-170	315	80	-10	271	14	181	0	90	76
