-115.2	48	1.55	180.58	0.3
-119.81	56.08	2.5	195.49	0.3
-135.83	66.93	1.45	220	0.3
-142.11	66.5	1.45	207.51	0.3
-129.26	64.93	2.5	203.47	0.3
-142.23	66.41	1.55	178.55	0.3
-142.49	66.26	1.45	188.29	0.3
-142.14	66.27	1.45	191.83	0.3
-142.25	66.3	1.45	181.83	0.3
-142.44	66.43	1.55	183.17	0.3
-136.87	59.37	2	223.07	0.3
-134.44	58.81	2.5	128.85	0.3
-144.68	69.73	1.55	154.94	0.3
-144.79	69.65	1.5	160	0.3
-142.3	66.27	1.45	189.78	0.3
-135.43	66.32	1.55	201.69	0.3
-142.17	66.05	1.5	193.22	0.3
-135.45	66.19	1	174.1	0.3
-142.29	66.38	1.45	212.93	0.3
-142.55	66.32	1.55	184.22	0.3
-136.28	67.93	1.55	203.55	0.3
-137.05	62.43	2.5	195.79	0.3
-146.66	69.82	1.55	139.14	0.3
-141.99	66.51	1.45	180.11	0.3
-133.94	65.21	1.5	169.89	0.3
-137.46	58.69	2.5	196.48	0.3
-123.73	63.6	2.5	245.67	0.3
-149.52	64.59	2.5	152.23	0.3
-142.85	66.06	1	179.41	0.3
-137.73	58.78	2.5	226.45	0.3
-137.41	58.76	2.5	233.68	0.3
-141.52	61.45	2	175.59	0.3
-129.16	63.6	1.55	201.71	0.3
-150.07	63.41	2.5	150	0.3
-148.76	63.83	2.5	163.76	0.3
-143.62	60.7	0.5	121.86	0.3
-157.76	66.38	1.45	124.87	0.3
-157.96	66.46	1.55	113.94	0.3
-142.58	61.61	2.5	162.48	0.3
-156.62	66.34	1.45	127.51	0.3
-144.78	69.1	1.55	167.01	0.3
-138.11	60.91	2.5	201.33	0.3
-150.86	63.61	2	148.07	0.3
-143.68	62.93	1.55	225.71	0.3
-138.41	61.01	2.5	206.52	0.3
-138.54	61	2.5	184.9	0.3
-151.72	63.45	2.5	124.61	0.3
-137.59	58.75	2.5	221.2	0.3
-135.16	66.32	2.5	120.14	0.3
-112.34	48.52	2.5	246.15	0.3
-136.72	58.97	2.5	94.896	0.3
-151.84	66	1.45	177.23	0.3
-148.33	63.48	2.5	127.84	0.3
-145.14	63.35	2.5	190.81	0.3
-131.51	52.08	1.55	221.74	0.3
-142.35	66.84	1.55	154.89	0.3
-113.17	47.43	0.5	177.26	0.3
-113.17	47.43	0.5	159.79	0.3
-142.28	66.2	1.45	200.24	0.3
-150.35	65.94	1.45	156.45	0.3
-150.47	61.85	2.5	135.79	0.3
-133.77	65.03	1.55	189.93	0.3
-149.22	61.86	1.55	87.944	0.3
-125.82	62.86	1	217.12	0.3
-145.1	63.36	2.5	199.9	0.3
-125.53	62.65	1.45	225.92	0.3
-140.62	60.38	1.45	122.32	0.3
-146.22	69.19	1.55	144.22	0.3
-135.16	59.36	2.5	94.162	0.3
-135	65.39	1.45	184.78	0.3
-150.18	62.25	2	120.59	0.3
-151.47	63.33	1.55	129.08	0.3
-133.56	65.2	2.5	188.48	0.3
-135.02	59.35	2.5	90	0.3
-150.81	63.52	1.45	140.44	0.3
-140.52	61.61	1.45	216.78	0.3
-147.46	64.03	2.5	206.13	0.3
-130.39	63.88	1.45	195.44	0.3
-166.89	65.37	0.5	110.23	0.3
-151.24	63.48	2.5	150.79	0.3
-124	62.16	2.5	244.16	0.3
-141.26	62.13	1.55	194.11	0.3
-122.4	49.54	1.45	161.17	0.3
-138.12	59.13	1.55	222.94	0.3
-152.52	63.29	2.5	121.33	0.3
-126.31	63.45	2.5	230	0.3
-151.94	61.49	2.5	159.21	0.3
-119.62	48.48	2.5	192.52	0.3
-139.94	60.15	2	127.29	0.3
-150.99	61.98	2.5	103.55	0.3
-145.69	62.26	2.5	217.51	0.3
-138.14	59.1	2	238.04	0.3
-147.38	63.61	2.5	151.73	0.3
-128.72	64.32	2.5	231.45	0.3
-152.67	62.4	2.5	108.71	0.3
-113.14	47.35	0.5	182.02	0.3
-150.1	66.01	1.45	179.78	0.3
-145.18	63.34	2.5	189.7	0.3
-148.42	63.93	2.5	163.68	0.3
-147.75	63.57	2.5	159.16	0.3
-147.8	65.98	1.55	133.89	0.3
-135.98	66.88	1.55	231.57	0.3
-148.38	63.78	2.5	167.59	0.3
-136.41	68.14	0.5	207.24	0.3
-150.81	63.58	1.55	150.3	0.3
-141.09	61.65	1.55	150	0.3
-151.34	63.3	1.55	155.58	0.3
-144.52	65.52	1.45	160	0.3
-154.12	59.28	1.45	176.83	0.3
-149	66.24	0.5	166.88	0.3
-151.25	63.46	2.5	143.89	0.3
-134.94	65.57	1	214.06	0.3
-149.52	66.28	1.55	155.8	0.3
-120.7	56	2.5	216.95	0.3
-149.68	64.66	1.55	160.8	0.3
-145.72	62.24	2.5	226.32	0.3
-120.69	47.82	2	186.22	0.3
-152.03	62.58	2.5	245.71	0.3
-145.75	62.25	2	217.31	0.3
-124.23	62.08	2.5	235.79	0.3
-141.12	61.58	2.5	189.43	0.3
-141.1	61.58	2.5	195.86	0.3
-144.48	69.14	1.45	152.93	0.3
-145.03	69.15	1.55	149.11	0.3
-148.71	62.92	2.5	122.75	0.3
-141.09	67.75	1.45	169.49	0.3
-122.73	47.36	2	227.29	0.3
-140.85	61.72	2.5	182.15	0.3
-144.53	69.2	1.45	164.78	0.3
-144.41	69.19	1.45	175.11	0.3
-152.87	59.77	1.45	244.09	0.3
