%%%% from Lund-Snee and Zoback, 2020 Nature Communicaitons (See supplemental information)
%Lon	Lat	Regime	SHmax	Quality 
%%%%%%%%Regime: normal=0.5, strike-slip=1.5, thrust=2.5
%%%%%%%%Quality: A=0.3, B=0.2, C=0.1, D+=0.075, D=0.05
-101.4	32.89	0	65	0.075
-102.03	31.29	0	100	0.075
-104.19	32.9	0	165	0.075
-104.29	32.92	0	140	0.075
-103.35	32.92	0	85	0.075
-102.89	32.98	0	70	0.075
-103.17	33.07	0	100	0.075
-103.42	33.15	0	110	0.075
-100.84	33.18	0	90	0.075
-103.44	33.23	0	120	0.075
-101.91	31.3	0	100	0.075
-103.46	33.29	0	115	0.075
-103.53	33.29	0	120	0.075
-103.55	33.3	0	135	0.075
-102.56	33.3	0	90	0.075
-103.54	33.3	0	125	0.075
-103.54	33.32	0	115	0.075
-103.35	33.32	0	105	0.075
-103.52	33.35	0	125	0.075
-103.53	33.35	0	120	0.075
-100.68	33.36	0	105	0.075
-103.1	31.3	0	157.5	0.075
-103.5	33.37	0	120	0.075
-103.53	33.37	0	135	0.075
-103.49	33.37	0	120	0.075
-103.42	33.38	0	120	0.075
-103.44	33.4	0	125	0.075
-100.84	33.4	0	90	0.075
-100.84	33.4	0	70	0.075
-100.84	33.4	0	100	0.075
-103.43	33.41	0	110	0.075
-104.25	33.41	0	150	0.075
-103.21	31.34	0	160	0.075
-103.45	33.43	0	120	0.075
-103.51	33.44	0	125	0.075
-103.45	33.45	0	120	0.075
-103.51	33.46	0	125	0.075
-100.67	33.46	0	65	0.075
-100.67	33.47	0	60	0.075
-103.46	33.47	0	115	0.075
-103.52	33.48	0	125	0.075
-101.79	31.35	0	90	0.075
-100.21	33.51	0	60	0.075
-98.13	33.51	0	25	0.075
-104.3	33.52	0	157.5	0.075
-100.86	33.52	0	80	0.075
-98.05	33.54	0	32.5	0.075
-103.69	33.57	0	125	0.075
-99.23	35.3	0	85	0.075
-99.33	35.32	0	80	0.075
-99.52	35.7	0	85	0.075
-102.12	31.38	0	90	0.075
-100.09	35.89	0	90	0.075
-101.87	30.6	0	55	0.075
-101.82	30.64	0	145	0.075
-103.1	32.16	0	155	0.075
-98.8	32.75	0	145	0.075
-103.56	32.76	0	70	0.075
-103.04	31.46	0	100	0.075
-103.63	32.79	0	125	0.075
-104.1	32.82	0	0	0.075
-103.85	32.82	0	80	0.075
-103.85	32.83	0	125	0.075
-103.95	32.83	0	157.5	0.075
-103.44	33.3	0	125	0.075
-103.44	33.31	0	125	0.075
-102.61	31.52	0	100	0.075
-98.18	33.54	0	135	0.075
-98.18	33.54	0	90	0.075
-100.21	33.82	0	140	0.075
-100.17	33.96	0	90	0.075
-94.84	31.59	0	85	0.075
-102.59	31.62	0	90	0.075
-101.28	31.66	0	90	0.075
-102.13	31.7	0	80	0.075
-102.14	31.71	0	67.5	0.075
-102.33	31.73	0	130	0.075
-101.95	31.74	0	85	0.075
-102.19	31.78	0	85	0.075
-103.39	31.78	0	90	0.075
-102.11	30.51	0	150	0.075
-100.32	31.88	0	55	0.075
-101.65	31.89	0	67.5	0.075
-102.15	31.93	0	65	0.075
-101.82	31.93	0	85	0.075
-101.82	31.93	0	90	0.075
-101.82	31.94	0	85	0.075
-103.61	31.95	0	90	0.075
-102.42	31.97	0	90	0.075
-100.76	31.99	0	50	0.075
-99.76	31.99	0	67.5	0.075
-102.51	30.79	0	150	0.075
-101.63	31.99	0	75	0.075
-101.24	31.99	0	85	0.075
-101.62	32.21	0	65	0.075
-103.59	32.21	0	80	0.075
-101.57	32.23	0	112.5	0.075
-103.57	32.24	0	75	0.075
-104.01	32.28	0	40	0.075
-104.28	32.33	0	25	0.075
-101.75	30.85	0	145	0.075
-104.65	32.39	0	20	0.075
-103.17	32.4	0	70	0.075
-103.18	32.42	0	75	0.075
-101.78	32.43	0	70	0.075
-104.75	32.47	0	15	0.075
-104.67	32.49	0	0	0.075
-104.26	32.5	0	20	0.075
-101.76	30.88	0	115	0.075
-104.49	32.51	0	25	0.075
-103.61	32.51	0	60	0.075
-104.48	32.53	0	15	0.075
-102.19	32.55	0	80	0.075
-104.7	32.57	0	20	0.075
-104.48	32.57	0	0	0.075
-103.37	32.6	0	80	0.075
-103.37	32.6	0	65	0.075
-104.69	32.62	0	0	0.075
-104.67	32.62	0	0	0.075
-102.5	30.98	0	120	0.075
-104.65	32.62	0	0	0.075
-104.68	32.63	0	15	0.075
-104.66	32.63	0	10	0.075
-104.73	32.65	0	5	0.075
-104.52	32.69	0	10	0.075
-104.7	32.69	0	170	0.075
-104.39	32.7	0	165	0.075
-104.58	32.71	0	0	0.075
-102.73	32.72	0	105	0.075
-102.94	31.02	0	150	0.075
-104.62	32.73	0	10	0.075
-104.63	32.74	0	10	0.075
-104.6	32.74	0	175	0.075
-104.59	32.74	0	170	0.075
-104.57	32.75	0	0	0.075
-104.6	32.75	0	155	0.075
-104.59	32.75	0	170	0.075
-101.68	31.03	0	115	0.075
-104.6	32.75	0	145	0.075
-104.6	32.76	0	165	0.075
-104.59	32.76	0	170	0.075
-104.58	32.76	0	170	0.075
-103.56	32.76	0	85	0.075
-103.56	32.76	0	60	0.075
-103.56	32.76	0	75	0.075
-103.92	32.76	0	0	0.075
-108.23	43.38	0	117	0.3
-121.32	43.73	0.5	2.3	0.2
-107.64	43.17	0	120	0.1
-115.89	43.07	1	47.0512	0.1
-99.88	35.3	0	148	0.05
-102.31	35.37	0	58	0.05
-108	43.13	0	116	0.05
-107.69	42.92	0	116	0.3
-107.54	43.2	0	123	0.3
-107.57	43.16	0	123	0.3
-107.58	43.16	0	135	0.3
-107.55	43.16	0	136	0.3
-107.52	43.16	0	131	0.3
-108.25	43.22	0	114	0.3
-80.57	38.21	2	56.26	0.2
-97.4	33	1.5	20	0.2
-101.19	31.14	1	79	0.2
-118.93	39.76	0	27	0.2
-118.94	39.77	0.5	24	0.2
-107.55	43.19	0	121	0.2
-107.6	43.17	0	134	0.2
-107.65	43.17	0	131	0.2
-107.52	43.18	0	125	0.2
-107.51	43.16	0	138	0.2
-107.49	43.16	0	142	0.2
-107.48	43.17	0	136	0.2
-107.46	43.16	0	142	0.2
-107.6	43.17	0	133	0.2
-107.5	43.17	0	120	0.2
-107.66	43.18	0	136	0.2
-107.45	43.17	0	130	0.2
-108	43.13	0	121	0.2
-108.01	43.09	0	126	0.2
-107.9	43.19	0	119	0.2
-107.87	43.19	0	101	0.2
-108.49	43.24	0	107	0.2
-108.2	43.07	0	142	0.2
-108.51	43.42	0	113	0.2
-103.8	32.67	0	39	0.1
-103.42	32.04	0	79	0.1
-103.55	31.99	0	82	0.1
-103.87	31.6	0	91	0.1
-103.35	31.82	0	88	0.1
-103.56	31.55	0	113	0.1
-103.72	31.38	0	134	0.1
-104.35	32.21	0	31	0.1
-103.83	31.24	0	108	0.1
-103.5	31.28	0	139	0.1
-103.36	31.26	0	127	0.1
-103.28	31.11	0	134	0.1
-102.21	32.24	0	89	0.1
-102.16	32.23	0	80	0.1
-104.21	32.1	0	47	0.1
-102.06	31.88	0	88	0.1
-102.23	31.73	0	85	0.1
-101.48	32.04	0	78	0.1
-101.37	32.02	0	76	0.1
-101.48	31.8	0	74	0.1
-101.33	31.76	0	72	0.1
-102.04	31.39	0	103	0.1
-101.68	31.11	0	99	0.1
-103.44	32.28	0	60	0.1
-104.05	32.04	0	46	0.1
-104.14	31.91	0	49	0.1
-104.32	31.81	0	83	0.1
-103.87	32.12	0	63	0.1
-97.29	33.27	0.5	20	0.1
-102.83	48.29	0	47.8	0.1
-107.5	43.19	0	123	0.1
-107.6	43.16	0	138	0.1
-107.53	43.18	0	117	0.1
-104.74	40.12	0	115	0.05
-104.73	40.12	0	120	0.05
-104.72	40.12	0	100	0.05
-103.28	32.1	0	93	0.05
-103.61	31.84	0	90	0.05
-103.77	31.77	0	110	0.05
-103.89	31.77	0	83	0.05
-103.22	31.24	0	130	0.05
-103.1	31.39	0	125	0.05
-103.06	31.13	0	137	0.05
-102.99	31.03	0	146	0.05
-103.75	32.09	0	70	0.05
-94.57	31.82	1	79	0.05
-97.67	32.39	0.5	45	0.05
-97.44	32.52	0	48	0.05
-97.58	32.54	0	50.5	0.05
-97.56	32.44	0	18	0.05
-97.59	32.4	0	68	0.05
-97.51	32.44	0	23	0.05
-97.55	32.37	0	51	0.05
-107.52	43.2	0	127	0.05
-107.61	43.17	0	123	0.05
-107.67	43.29	0	108	0.05
-107.65	43.29	0	110	0.05
-108.58	43.31	0	115	0.05
-97.15	32.49	0.5	24.24995998	0.3
-96.91	32.86	0.5	38.19321686	0.3
-97.57	32.96	0.5	34.0686	0.1
-118.89	39.78	0.5	24	0.3
-97.51	29.12	0	53.6657	0.3
-104.73	40.12	0	111.1066	0.3
-92.37	35.28	1.5	67.1673	0.3
-103.75	44.35	1	86.1	0.2
-97.51	29.12	0	60.6839	0.1
-103.05	31.92	0.5	160	0.05
-103.28	31.62	1.5	178	0.05
-98.27	30.57	2	113	0.05
-97.42	32.4	0	60	0.2
-99.455	35.812	0	84	0.05
-97.318	33.943	0	178	0.05
-97.281	33.962	0	153	0.05
-96.598	34.138	0	127	0.1
-97.648	34.177	0	177	0.05
-97.626	34.135	0	144	0.1
-97.627	34.092	0	148	0.05
-97.286	34.972	0	63	0.05
-123.625	46.958	0	12	0.05
-97.46	35.082	0	83	0.05
-98.074	36.531	0	92	0.2
-97.541	34.58	0	77	0.05
-99.68	36.084	0	111	0.1
-97.976	35.806	0	103	0.05
-97.246	35.318	0	68	0.1
-97.533	35.673	0	75	0.05
-97.182	35.346	0	64	0.1
-96.876	35.592	0	84	0.05
-97.146	35.905	0	76	0.2
-97.299	34.897	0	13	0.05
-97.91	35.749	0	104	0.1
-97.667	34.872	0	69	0.1
-97.337	34.928	0	71	0.05
-97.88	35.216	0	57	0.1
-97.739	34.985	0	71	0.1
-98.828	35.433	0	121	0.05
-98.837	35.443	0	106	0.1
-97.585	35.141	0	58	0.1
-66.59	44.95	0	20	0.3
-97.906	35.485	0	80	0.05
-97.756	34.856	0	76	0.05
-97.513	35.224	0	127	0.05
-97.668	34.93	0	74	0.05
-97.737	34.887	0	74	0.1
-97.402	34.45	0	7	0.05
-99.475	35.24	0	119	0.05
-82.04	39.35	0	60	0.2
-80.76	41.67	0	42	0.05
-66.69	44.931	0	20	0.3
-82.44	39.46	0	58	0.05
-82.5	39.5	1.5	64	0.3
-76.54	42.96	0	80	0.2
-73.78	41.43	0	55	0.1
-79.5	42.13	0	72	0.1
-76.7	43	0	84	0.1
-100.65	28.96	0	19	0.2
-83	36.72	0	55	0.2
-79.81	37.52	0	45	0.2
-78.25	39.2	0	49	0.3
-111.317	40.125	0.5	159	0.3
-111.82	40.51	0.5	154	0.3
-79.045	39.65	0	65	0.05
-83.15	37.23	0	51	0.2
-87.42	37.73	0	94	0.3
-87.82	37.55	0	91	0.1
-87.5	37.32	0	99	0.2
-82.42	37.77	0	63	0.1
-83	37.97	0	65	0.1
-101.683	37.329	0	38	0.1
-87.82	38.28	0	101	0.2
-87.73	38.27	0	85	0.1
-87.46	38.32	0	96	0.1
-87.8	38.9	0	65	0.1
-87.78	38.74	0	89	0.1
-88.3	38.65	0	56	0.05
-87.7	38.55	0	88	0.05
-88.65	38.5	0	73	0.1
-88.35	38.28	0	50	0.05
-88.27	38.15	0	81	0.05
-89.17	38.16	0	72	0.1
-89.21	38.02	0	29	0.1
-88.95	38	0	99	0.2
-89.92	38.07	0	76	0.2
-81.617	31.233	0	12	0.2
-107.9	39.53	0	110	0.2
-102.134	37.854	0	170	0.05
-102.316	37.75	0	88	0.05
-104.98	40.55	0	166	0.3
-104.55	39.93	0	149	0.05
-104.6	39.8	0	170	0.05
-104.45	39.75	0	168	0.05
-104.63	39.55	0	171	0.05
-108.88	40.1	1.5	102	0.05
-117.41	34.3	1.5	57	0.2
-117.78	34.73	1.5	4	0.05
-118.52	34.73	0	35	0.1
-119.26	35.07	0	10	0.3
-119.23	35.06	0	0	0.3
-119.66	35.29	0	15	0.05
-118.8	35.21	0	18	0.05
-119.45	35.26	0	65	0.3
-118.81	35.22	0	6	0.05
-118.83	35.19	0	18	0.1
-119.228	35.08	0	10	0.1
-119.32	35.06	0	56	0.1
-119.07	34.99	0	54	0.2
-115.241	32.799	0	51	0.05
-115.241	32.799	0	148	0.2
-115.933	33.223	0	71	0.05
-124.113	40.546	0	138	0.05
-121.817	38.627	0	157	0.05
-121.507	38.151	0	145	0.05
-121.78	38.217	0	126	0.05
-119.777	36.349	0	145	0.05
-104.42	29.54	0	21	0.2
-120.111	36.625	0	119	0.05
-119.656	35.893	0	116	0.05
-120.142	35.933	0	167	0.05
-120.142	35.933	0	40	0.2
-119.73	35.907	0	153	0.05
-121.498	37.801	0	126	0.05
-121.174	37.641	0	133	0.05
-118.77	35.298	0	20	0.05
-118.777	35.298	0	128	0.1
-119.992	36.612	0	134	0.05
-106.67	35.87	0	29	0.3
-121.626	36.928	0	152	0.05
-121.236	36.21	0	136	0.05
-120.795	35.885	0	124	0.05
-120.109	35.835	0	112	0.05
-119.46	35.272	0	125	0.05
-119.46	35.272	0	9	0.2
-119.207	34.969	0	123	0.05
-120.548	35.764	0	105	0.05
-119.072	35.023	0	71	0.05
-72.467	41.517	2.5	89	0.2
-119.09	35.15	0	17	0.2
-118.405	34.413	0	139	0.05
-118.643	34.43	0	145	0.05
-118.643	34.43	0	128	0.05
-118.968	34.338	0	146	0.05
-119.12	35.09	0	8	0.3
-119.21	35.07	0	175	0.3
-119.36	35.26	0	50	0.2
-119.29	35.16	0	13	0.2
-119.33	35.14	0	18	0.3
-108.3	43.2	0	152	0.2
-119.17	35.16	0	21	0.1
-118.89	35.23	0	18	0.2
-119.02	35.02	0	75	0.3
-119.23	35.08	0	15	0.05
-119.32	35.04	0	175	0.3
-119.71	35.59	0	50	0.05
-119.1	35.08	0	178	0.3
-119.2	35.06	0	15	0.2
-118.85	35.25	0	50	0.05
-119.04	35.01	0	64	0.2
-81.584	37.253	0	165	0.05
-115.933	33.223	0	150	0.2
-124.113	40.546	0	65	0.1
-122.345	39.876	0	74	0.3
-122.044	40.01	0	55	0.2
-122.212	40.101	0	44	0.2
-121.817	38.627	0	47	0.2
-121.99	38.42	0	44	0.2
-121.507	38.151	0	62	0.2
-121.726	38.174	0	43	0.2
-121.906	39.49	0	82	0.05
-79.33	38.954	0	169	0.05
-122.281	37.351	0	59	0.2
-121.467	38.094	0	49	0.1
-121.78	38.217	0	38	0.2
-119.847	36.026	0	39	0.3
-120.778	36.477	0	28	0.2
-119.777	36.349	0	54	0.1
-119.875	35.956	0	58	0.3
-121.263	37.716	0	49	0.2
-120.111	36.625	0	53	0.2
-120.251	35.993	0	43	0.1
-80.461	37.943	0	35	0.1
-120.91	35.991	0	42	0.2
-119.656	35.893	0	47	0.3
-119.852	35.956	0	46	0.2
-121.71	37.7	0	30	0.1
-119.73	35.907	0	50	0.2
-121.398	37.811	0	38	0.2
-121.498	37.807	0	35	0.2
-121.281	36.221	0	48	0.1
-121.174	37.641	0	31	0.2
-119.992	36.612	0	53	0.2
-80.47	37.92	0	41	0.2
-119.913	36.078	0	44	0.3
-121.626	36.928	0	55	0.05
-120.841	36.288	0	69	0.2
-120.572	37.196	0	64	0.2
-121.214	37.692	0	35	0.2
-119.775	36.253	0	51	0.2
-121.252	36.261	0	44	0.2
-121.236	36.21	0	49	0.05
-121.621	36.916	0	59	0.05
-120.795	35.885	0	57	0.2
-78.86	38.98	0	29	0.05
-120.014	35.27	0	24	0.1
-120.024	36.265	0	40	0.2
-119.978	36.194	0	39	0.2
-121.347	36.278	0	44	0.1
-118.843	35.625	0	22	0.1
-120.61	35.036	0	19	0.05
-121.056	37.461	0	62	0.2
-119.915	36.099	0	44	0.3
-119.845	35.608	0	21	0.2
-119.715	35.568	0	63	0.2
-81	39.2	0	85	0.1
-119.714	35.58	0	56	0.2
-119.593	35.606	0	26	0.2
-119.671	35.341	0	38	0.2
-119.566	35.305	0	29	0.2
-120.109	35.835	0	58	0.1
-119.524	35.243	0	12	0.2
-119.418	35.277	0	48	0.2
-119.3	35.433	0	27	0.3
-119.512	35.313	0	42	0.05
-119.042	35.539	0	170	0.2
-79.04	39.46	0	53	0.2
-99.43	26.91	0	1	0.3
-119.635	35.431	0	22	0.2
-119.07	35.03	0	44	0.1
-119.185	34.954	0	58	0.1
-120.305	34.818	0	53	0.2
-119.171	35.158	0	20	0.2
-119.721	34.965	0	52	0.05
-120.217	34.792	0	44	0.2
-119.207	34.969	0	40	0.1
-119.11	35.12	0	4	0.3
-120.548	35.764	0	16	0.3
-82.16	38.08	0	65	0.1
-119.364	35.543	0	27	0.3
-119.344	35.547	0	20	0.2
-119.428	35.605	0	26	0.2
-119.11	35.081	0	173	0.2
-117.953	33.928	0	178	0.1
-118.58	34.413	0	69	0.1
-118.405	34.039	0	16	0.2
-119.517	34.89	0	44	0.1
-118.338	33.957	0	18	0.1
-119.151	34.428	0	61	0.05
-81.88	38.86	0	60	0.1
-118.412	34.06	0	49	0.2
-118.528	34.422	0	38	0.2
-119.138	34.428	0	62	0.2
-119.113	34.43	0	24	0.1
-118.303	33.971	0	16	0.2
-119.151	34.445	0	29	0.1
-120.113	34.793	0	29	0.05
-120.23	34.723	0	56	0.2
-120.271	34.846	0	44	0.2
-120.27	34.853	0	9	0.2
-82.13	38.87	0	75	0.1
-119.255	34.889	0	25	0.1
-118.968	34.338	0	67	0.2
-117.414	34.3	1.5	90	0.05
-120.254	36.406	0	48	0.1
-119.709	35.446	1.5	16	0.1
-119.463	35.283	0	35	0.3
-117.87	34.45	1.5	160	0.2
-91.818	35.34	0	75	0.1
-80.84	39.67	0	67	0.1
-90.034	35.898	0	73	0.3
-93.491	35.208	0	50	0.05
-94.386	35.356	0	33	0.1
-94.335	35.51	0	56	0.05
-93.611	35.498	0	26	0.05
-93.762	35.278	0	76	0.05
-94.107	35.193	0	162	0.05
-92.783	35.366	0	42	0.05
-92.941	35.312	0	125	0.05
-93.646	35.536	0	65	0.05
-89	43.18	2.5	57	0.2
-93.617	35.663	0	118	0.05
-92.816	35.045	0	30	0.05
-93.545	35.113	0	95	0.3
-92.974	35.402	0	68	0.05
-94.159	35.224	0	91	0.05
-93.248	33.373	0	89	0.2
-149.23	70.48	0	147	0.05
-149.4	70.47	0	114	0.05
-150.08	70.41	0	75	0.05
-148.76	70.4	0	147	0.05
-148.24	70.39	0	134	0.05
-148.2	70.35	0	136	0.05
-148.84	70.32	0	92	0.05
-147.61	70	0	140	0.05
-149.57	69.15	0	82	0.05
-148.4	70.48	0	158	0.1
-148.05	70.37	0	132	0.1
-148.34	70.36	0	92	0.1
-147.86	70.33	0	146	0.1
-147.86	70.33	0	82	0.1
-123.87	48.15	0	155	0.1
-146.53	69.71	0	175	0.1
-146.28	69.66	0	118	0.1
-148	70.2	0	135	0.1
-98.5	28.5	0	29	0.2
-102.237	35.366	0	30	0.05
-102.335	35.297	0	127	0.1
-96.962	33.879	0	8	0.1
-96.654	33.732	0	47	0.1
-96.949	33.904	0	89	0.1
-102.513	33.621	0	70	0.1
-102.723	33.403	0	71	0.05
-102.302	33.712	0	115	0.05
-102.092	33.741	0	107	0.1
-102.33	35.404	0	66	0.05
-102.104	35.417	0	50	0.05
-102.064	35.311	0	110	0.05
-102.468	35.396	0	175	0.05
-102.252	35.355	0	40	0.05
-102.278	35.365	0	168	0.05
-102.351	35.368	0	30	0.05
-122.004	47.05	0	179	0.05
-102.213	35.371	0	47	0.05
-102.315	35.397	0	50	0.05
-102.368	35.328	0	32	0.05
-102.239	35.4	0	130	0.05
-102.432	35.432	0	24	0.05
-102.311	35.336	0	161	0.05
-102.331	35.388	0	56	0.05
-102.301	35.355	0	58	0.05
-102.379	35.443	0	23	0.05
-102.368	35.377	0	105	0.05
-122.5	47.808	0	115	0.1
-99.12	26.45	0	33	0.2
-102.242	35.316	0	65	0.05
-102.241	35.283	0	140	0.05
-102.298	35.386	0	40	0.05
-102.163	35.39	0	109	0.1
-102.26	35.379	0	44	0.05
-102.372	35.465	0	117	0.1
-101.178	35.853	0	121	0.05
-101.751	36.386	0	128	0.05
-100.116	35.418	0	19	0.05
-122.4	47.97	0	110	0.05
-94.2	33	0	77	0.1
-94.53	31.88	0	68	0.1
-94.63	32.38	0	57	0.1
-95	32.74	0	56	0.1
-95.57	32.9	0	72	0.1
-95.9	32.38	0	64	0.1
-96.38	31.9	0	54	0.1
-96.58	31.28	0	54	0.1
-82.92	36.4	0	71	0.1
-81.69	33.22	2.5	65	0.3
-76.26	41.813	0	59	0.2
-77.567	41.363	0	67	0.2
-76.343	41.7	0	72	0.1
-80.26	41.28	0	48	0.05
-80.1	41.91	0	25	0.05
-123.747	43.603	0	3	0.2
-123.472	45.993	0	164	0.05
-124.212	43.229	0	170	0.2
-123.715	43.39	0	174	0.05
-123.864	43.413	0	178	0.1
-123.238	43.446	0	69	0.05
-123.747	43.603	0	167	0.05
-123.409	43.78	0	174	0.05
-123.055	44.24	0	172	0.05
-123.076	44.696	0	130	0.05
-122.934	45.116	0	10	0.05
-122.945	45.117	0	2	0.05
-123.306	45.987	0	52	0.2
-123.299	45.984	0	40	0.2
-123.208	45.993	0	28	0.1
-123.208	46.032	0	12	0.1
-123.3	46.05	0	58	0.1
-97.476	34.022	0	53	0.05
-97.595	34.137	0	133	0.05
-95.554	34.888	0	155	0.05
-96.757	34.108	0	70	0.1
-97.286	34.326	0	75	0.05
-97.287	34.337	0	59	0.1
-97.23	34.008	0	73	0.05
-97.238	33.695	0	13	0.05
-97.352	33.96	0	142	0.05
-97.474	34.004	0	136	0.05
-97.351	33.976	0	11	0.05
-97.444	34.019	0	178	0.05
-97.279	33.928	0	12	0.05
-97.595	34.137	0	42	0.1
-97.454	34.019	0	58	0.05
-97.281	33.947	0	56	0.05
-97.331	33.956	0	19	0.1
-97.32	33.963	0	28	0.1
-97.423	34.006	0	171	0.05
-97.476	34.022	0	53	0.2
-97.492	34.023	0	58	0.05
-97.387	33.976	0	8	0.1
-97.609	34.148	0	58	0.05
-97.626	34.151	0	103	0.05
-97.579	34.119	0	160	0.05
-97.617	34.079	0	138	0.05
-97.282	33.959	0	48	0.05
-97.266	33.949	0	71	0.05
-120.467	46.75	0	9	0.2
-97.486	34.068	0	47	0.05
-97.614	34.118	0	115	0.05
-97.648	34.107	0	141	0.05
-97.316	34.047	0	105	0.05
-101.658	36.618	0	100	0.05
-97.497	35.618	0	78	0.05
-97.956	35.602	0	18	0.05
-97.731	35.659	0	89	0.1
-98.24	34.725	0	124	0.1
-99.374	35.295	0	90	0.1
-120.225	47.035	0	22	0.2
-99.899	35.324	0	148	0.05
-99.387	35.472	0	44	0.05
-98.858	36.348	0	45	0.05
-99.513	35.388	0	97	0.05
-97.217	34.958	0	88	0.05
-96.927	35.823	0	87	0.05
-100.303	36.508	0	122	0.05
-98.22	35.763	0	98	0.05
-97.777	35.415	0	98	0.05
-97.732	34.729	0	95	0.2
-122.4	47.97	0	15	0.2
-99.49	27.27	0	20	0.2
-70.533	42.633	0	86	0.1
-118.143	33.785	0	155	0.05
-118.143	33.785	0	28	0.05
-124.191	40.614	0	135	0.05
-124.191	40.546	0	45	0.05
-119.71	34.22	0	40	0.2
-120.7	34.68	0	72	0.2
-120.75	34.76	0	57	0.2
-118.181	33.814	0	19	0.1
-124.191	40.614	0	81	0.2
-120.645	34.969	0	21	0.1
-120.647	35.256	0	25	0.1
-119.361	34.33	0	178	0.2
-119.203	34.244	0	22	0.1
-119.131	34.218	0	13	0.2
-117.667	33.475	0	20	0.2
-73.08	39.47	0	82	0.05
-72.53	39.33	0	58	0.1
-73.083	39.433	0	43	0.1
-72.817	39.117	0	38	0.1
-72.75	39.067	0	43	0.05
-72.65	39.167	0	59	0.2
-72.467	39.367	0	67	0.3
-72.767	38.917	0	61	0.1
-73.167	38.4	0	52	0.1
-73.55	38.717	0	67	0.2
-73.383	38.483	0	42	0.1
-72.55	38.717	0	58	0.1
-72.517	39.367	0	93	0.05
-73.467	38.75	0	57	0.2
-73.217	38.433	0	53	0.3
-142.4	59.95	0	161	0.1
-143.28	59.9	0	167	0.1
-142.03	59.89	0	2	0.1
-142.9	59.88	0	163	0.1
-142.27	59.86	0	159	0.1
-142.97	59.77	0	165	0.1
-143.13	59.71	0	165	0.1
-142.98	59.68	0	18	0.1
-144.03	59.66	0	17	0.1
-143.27	59.61	0	178	0.1
-123.809	45.893	0	23	0.2
-123.698	46.007	0	8	0.2
-123.677	46.106	0	168	0.3
-67.5	40.683	0	103	0.2
-67.783	40.65	0	96	0.2
-67.21	40.55	0	78	0.2
-67.95	40.817	0	91	0.05
-67.6	41	0	101	0.3
-67.267	40.817	0	98	0.05
-67.383	40.767	0	97	0.2
-67.5	40.833	0	88	0.3
-68.3	40.933	0	78	0.2
-80.283	30.6	0	40	0.1
-80.267	30.433	0	20	0.1
-80.533	30.567	0	31	0.05
-122.723	48.914	0	5	0.2
-124.146	47.135	0	24	0.05
-124.167	47.05	0	168	0.05
-124.428	47.787	0	110	0.1
-124.135	47.208	0	5	0.1
-123.68	47.11	0	27	0.2
-122.251	47.792	0	146	0.05
-122.251	47.792	0	88	0.2
-47.96	47.12	0	103	0.2
-48.74	46.85	0	99	0.2
-48.78	46.75	0	90	0.3
-48.83	46.75	0	91	0.3
-48.84	46.73	0	89	0.2
-48.76	46.79	0	85	0.3
-48.53	46.54	0	56	0.2
-54.39	45.25	0	78	0.2
-54.5	45.39	0	89	0.2
-48.31	47.38	0	29	0.1
-50.13	48.4	0	114	0.1
-48.33	45.86	0	180	0.3
-48.2	47.51	0	60	0.3
-49.3	49.62	0	42	0.3
-48.35	46.58	0	92	0.3
-48.37	46.98	0	27	0.1
-48.37	46.98	0	36	0.2
-61.912	46.656	0	30	0.2
-61.625	46.604	0	20	0.2
-59.81	46.56	0	69	0.2
-61.138	47.189	0	60	0.1
-65.936	45.147	0	66	0.05
-58.357	44.445	0	106	0.05
-59.114	43.997	0	52	0.2
-51.075	51.173	0	7	0.3
-129.357	70.782	0	43	0.2
-62.14	58.874	0	124	0.05
-62.14	58.874	0	22	0.2
-46.89	47.32	0	34	0.2
-48.79	46.79	0	103	0.05
-48.79	46.79	0	16	0.1
-46.89	47.32	0	92	0.05
-48.78	47.04	0	22	0.05
-48.78	47.04	0	164	0.1
-54.711	53.937	0	2	0.05
-54.398	54.364	0	22	0.3
-55.253	54.411	0	28	0.1
-55.675	54.651	0	23	0.05
-55.768	54.852	0	98	0.1
-58.231	55.497	0	26	0.05
-57.71	55.53	0	58	0.05
-57.748	55.531	0	11	0.2
-58.848	55.873	0	28	0.1
-59.966	57.329	0	43	0.05
-61.769	58.44	0	122	0.1
-61.778	58.871	0	19	0.05
-62.98	62.18	0	20	0.1
-59.11	62.94	0	80	0.2
-92.27	19.39	0	179	0.2
-92.21	19.41	0	7	0.2
-92.6	18.79	0	168	0.1
-92.73	19.19	0	3	0.05
-92.83	18.94	0	38	0.2
-92.28	19.15	0	13	0.05
-92.28	19.49	0	41	0.2
-91.92	19.08	0	23	0.2
-114.25	31.27	0	14	0.2
-114.78	27.54	1	155	0.3
-105.97	21.97	0	8	0.2
-105.85	22.18	0	166	0.2
-88.424	16.016	0	40	0.2
-63.76	46.49	0	155	0.05
-63.76	46.49	0	65	0.05
-61.44	47.8	0	60	0.1
-131.338	69.477	0	34	0.1
-134.321	69.614	0	36	0.2
-134.37	69.939	0	43	0.2
-135.391	69.57	0	70	0.2
-135.818	69.404	0	50	0.3
-131.337	69.483	0	34	0.1
-89.757	78.28	0	60	0.2
-109	77.5	0	56	0.1
-105.103	77.238	0	55	0.2
-108	77	0	15	0.1
-113.723	76.712	0	64	0.1
-109.5	77	0	60	0.1
